Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Euro Standard,Noise Level dB(A),Emissions CO [g/km],Emissions HC [g/km],Emissions NOx [g/km],Emissions HC+NOx [g/km],Emissions Particulates [g/km]
FORD,"Galaxy, Model Year Pre 2010",2.0 Duratorq TDCi (140PS) (+DPF),A6,1997,Diesel,9.7,5.7,7.2,29.1,49.6,39.2,189,1934.3693877551,4,70,0.028,,0.302,0.308,0.001
FORD,"Galaxy, Model Year Pre 2010",2.2 Duratorq TDCi (175PS),M6,2179,Diesel,9.1,5.3,6.7,31,53.3,42.2,179,1796.85497630332,4,70,0.243,,0.275,0.32,0.003
FORD,"Galaxy, Model Year Post 2010",2.0 Duratec (145PS),M5,1999,Petrol,11.2,6.5,8.2,25.2,43.5,34.4,197,2109.13255813953,4,72,0.506,0.064,0.052,,
FORD,"Galaxy, Model Year Post 2010",2.0 Duratec Flexi-Fuel (145PS),M5,1999,Petrol / E85 (Flex Fuel),11.2,6.5,8.2,25.2,43.5,34.4,197,1221.07674418605,4,72,0.749,0.057,0.02,,
FORD,"Galaxy, Model Year Post 2010",2.3 Duratec (160PS),A6,2261,Petrol,13.8,7.5,9.8,20.5,37.7,28.8,235,2519.24166666667,4,70,0.513,0.058,0.041,,
FORD,"Galaxy, Model Year Post 2010",1.8 Duratorq TDCi (100PS),M5,1753,Diesel,8,5.2,6.2,35.3,54.3,45.6,165,1662.87894736842,4,70,0.585,,0.299,0.339,0.023
FORD,"Galaxy, Model Year Post 2010",1.8 Duratorq TDCi (125PS),M5,1753,Diesel,8,5.2,6.2,35.3,54.3,45.6,165,1662.87894736842,4,70,0.585,,0.299,0.339,0.023
FORD,"Galaxy, Model Year Post 2010",1.8 Duratorq TDCi (125PS),M6,1753,Diesel,8,5.3,6.3,35.3,53.3,44.8,166,1692.57321428571,4,70,0.502,,0.267,0.32,0.032
FORD,"Galaxy, Model Year Post 2010",2.0 Duratorq TDCi (140PS),M6,1997,Diesel,7.7,5,6,36.7,56.5,47.1,159,1609.92101910828,4,71,0.242,,0.291,0.324,0.036
FORD,"Galaxy, Model Year Post 2010",2.0 Duratorq TDCi (140PS) (+DPF),A6,1997,Diesel,9.7,5.7,7.2,29.1,49.6,39.2,189,1934.3693877551,4,70,0.028,,0.302,0.308,0.001
FORD,"Galaxy, Model Year Post 2010",2.2 Duratorq TDCi (175PS),M6,2179,Diesel,9.1,5.3,6.7,31,53.3,42.2,179,1796.85497630332,4,70,0.243,,0.275,0.32,0.003
FORD,"New Galaxy, Model Year Post 2011¼",2.0 Duratorq TDCi (140PS),M6,1997,Diesel,7.7,5,6,36.7,56.5,47.1,159,1609.92101910828,4,71,0.242,,0.291,0.324,0.036
FORD,"Tourneo Connect, Model Year Post 2009",1.8 Duratorq (90PS),M5,1753,Diesel,7.9,5.5,6.4,35.8,51.4,44.1,168,1719.43945578231,4,71,0.261,,0.241,0.265,0.02
FORD,"Tourneo Connect, Model Year Post 2009",1.8 Duratorq (110PS),M5,1753,Diesel,7.6,5.2,6,37.2,54.3,47.1,159,1609.92101910828,4,73,0.285,,0.213,0.235,0.018
FORD,"Transit Tourneo SWB Bus (FWD), Model Year Post 2009½",2.2 Duratorq TDCI (115PS),M6,2198,Diesel,10.1,6.6,7.9,28,42.8,35.8,208,2118.08044692737,4,73,0.352,,0.313,0.344,0.027
FORD,"Transit Tourneo SWB Bus (FWD), Model Year Post 2009½",2.2 Duratorq TDCI (115PS) (+DPF),M6,2198,Diesel,10.1,6.6,7.9,28,42.8,35.8,208,2118.08044692737,4,73,0.199,,0.244,0.263,0.002
FORD,"Transit Tourneo SWB Bus (FWD), Model Year Post 2009½",2.2 Duratorq TDCI (140PS),M6,2198,Diesel,10.1,6.6,7.9,28,42.8,35.8,208,2118.08044692737,4,75,0.549,,0.294,0.336,0.027
FORD,"Transit Tourneo SWB Bus (FWD), Model Year Post 2009½",2.2 Duratorq TDCI (140PS) (+DPF),M6,2198,Diesel,10.1,6.6,7.9,28,42.8,35.8,208,2118.08044692737,4,74,0.209,,0.16,0.181,0.001
HONDA,"Civic 5 door, Model Year 2011",2.2,M6,2204,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,139,1422.65065666041,4,70,0.102,,0.173,0.188,0.015
HYUNDAI,i800,2.5l CRTD,M5,2497,Diesel,10.9,7.1,8.5,25.9,39.8,33.2,225,2283.95421686747,4,73,0.374,,0.273,0.32,0.038
JAGUAR CARS,S Type,3.0L Saloon,M5,2967,Petrol,15.8,7.3,10.3,17.9,38.7,27.4,249,2647.96204379562,4,73,0.414,0.034,0.026,,
JAGUAR CARS,S Type,3.0L Saloon,A6,2967,Petrol,16.3,7.8,10.8,17.3,36,26.2,259,2769.2427480916,4,74,0.156,0.039,0.029,,
JAGUAR CARS,S Type,4.2L Saloon,A6,4196,Petrol,17.2,8.4,11.5,16.4,33.6,24.6,274,2949.35609756098,4,74,0.7,0.082,0.022,,
JAGUAR CARS,S Type,4.2L 'R' Saloon,A6,4196,Petrol,18.6,9.3,12.4,15.2,30.4,22.7,294,3196.21850220264,4,73,0.521,0.049,0.039,,
JAGUAR CARS,S Type,2.7L Diesel Saloon,M6,2720,Diesel,9.3,5.5,6.8,30.4,51.4,41.5,179,1827.16337349398,4,73,0.334,,0.186,0.23,0
JAGUAR CARS,S Type,2.7L Diesel Saloon,A6,2720,Diesel,10.7,6.2,7.8,26.4,45.6,36,208,2106.31333333333,4,70,0.176,,0.18,0.218,0.005
JAGUAR CARS,X Type,2.5L Saloon,M5,2497,Petrol,13.6,7.2,9.6,20.7,39,29.5,234,2459.46305084746,4,74,0.222,0.037,0.004,,
JAGUAR CARS,X Type,2.5L Saloon,A5,2497,Petrol,15,7.6,10.3,18.9,37.3,27.5,244,2638.33309090909,4,71,0.56,0.037,0.002,,
JAGUAR CARS,X Type,2.5L Estate,M5,2497,Petrol,13.8,7.3,9.7,20.5,38.5,29,239,2501.8675862069,4,74,0.222,0.037,0.004,,
JAGUAR CARS,X Type,2.5L Estate,A5,2497,Petrol,15.2,7.7,10.4,18.6,36.9,27.2,249,2667.43235294118,4,71,0.56,0.037,0.002,,
JAGUAR CARS,X Type,3.0L Saloon,M5,2967,Petrol,14.8,7.7,10.3,19.1,36.8,27.5,244,2638.33309090909,4,74,0.37,0.046,0.021,,
JAGUAR CARS,X Type,3.0L Saloon,A5,2967,Petrol,15.1,7.8,10.5,18.7,36.4,26.9,249,2697.18066914498,4,72,0.308,0.051,0.009,,
JAGUAR CARS,X Type,3.0L Estate,M5,2967,Petrol,14.9,7.8,10.4,19,36.4,27.2,249,2667.43235294118,4,74,0.37,0.046,0.021,,
JAGUAR CARS,X Type,3.0L Estate,A5,2967,Petrol,15.2,7.9,10.6,18.5,35.9,26.6,254,2727.6,4,72,0.308,0.051,0.009,,
JAGUAR CARS,X Type,2.0L Diesel Saloon,M5,1998,Diesel,7.6,4.5,5.6,37.2,62.8,50,149,1516.5456,4,72,0.437,,0.184,0.221,0.021
JAGUAR CARS,X Type,2.0L Diesel Estate,M5,1998,Diesel,7.8,4.7,5.8,36.4,60,48.7,154,1557.02833675565,4,72,0.388,,0.204,0.236,0.021
JAGUAR CARS,X Type,2.2L Diesel Saloon (DPF),M6,2198,Diesel,8.2,4.8,6,34.5,58.9,47.1,159,1609.92101910828,4,72,0.122,,0.202,0.23,0.002
JAGUAR CARS,X Type,2.2L Diesel Saloon (DPF),A6,2198,Diesel,9.5,5.4,6.9,29.6,51.9,41,184,1849.44585365854,4,69,0.043,,0.225,0.238,0.002
JAGUAR CARS,X Type,2.2L Diesel Estate (DPF),M6,2198,Diesel,8.3,4.9,6.2,34,57.7,45.6,164,1662.87894736842,4,72,0.122,,0.202,0.23,0.002
JAGUAR CARS,X Type,2.2L Diesel Estate (DPF),A6,2198,Diesel,9.5,5.4,6.9,29.6,51.9,41,184,1849.44585365854,4,69,0.043,,0.225,0.238,0.002
JAGUAR CARS,X Type,2.2L Diesel Saloon,M6,2198,Diesel,8.3,4.7,6,34,60,47.1,159,1609.92101910828,4,75,0.044,,0.197,0.214,0.018
JAGUAR CARS,X Type,2.2L Diesel Estate,M6,2198,Diesel,8.4,4.9,6.2,33.6,57.7,45.6,164,1662.87894736842,4,75,0.044,,0.197,0.214,0.018
JAGUAR CARS,XF,TDV6 cDPF,A6,2720,Diesel,10.4,5.8,7.5,27.1,48.5,37.5,199,2022.0608,4,68,0.16,,0.194,0.25,0.001
JAGUAR CARS,XF,3.0L V6,A6,2967,Petrol,16.1,7.6,10.7,17.6,37.2,26.4,249,2748.26363636364,4,71,0.3,0.039,0.022,,
JAGUAR CARS,XF,4.2L V8,A6,4196,Petrol,17.3,7.8,11.1,16.3,36.4,25.3,264,2867.75335968379,4,70,0.42,0.062,0.029,,
JAGUAR CARS,XF,4.2L V8 S/C,A6,4196,Petrol,19.3,9.4,13,14.7,30,21.7,299,3343.50967741936,4,72,0.396,0.034,0.031,,
JAGUAR CARS,XJ,3.0L Saloon,A6,2967,Petrol,15.9,7.4,10.5,17.8,37.9,26.9,249,2697.18066914498,4,72,0.156,0.039,0.029,,
JAGUAR CARS,XJ,3.5L Saloon,A6,3555,Petrol,15.6,7.9,10.7,18.1,35.8,26.5,254,2737.89283018868,4,71,0.371,0.08,0.025,,
JAGUAR CARS,XJ,4.2L Saloon,A6,4196,Petrol,16.7,8.4,11.4,16.9,33.8,24.8,269,2925.57096774194,4,72,0.7,0.082,0.022,,
JAGUAR CARS,XJ,4.2L 'Armoured' Saloon,A6,4196,Petrol,19.5,10.7,14,14.5,26.4,20.2,330,3591.7900990099,4,73,0.686,0.058,0.03,,
JAGUAR CARS,XJ,4.2L 'R' Saloon,A6,4196,Petrol,17.9,8.7,12.1,15.8,32.3,23.4,289,3100.60512820513,4,74,0.521,0.049,0.039,,
JAGUAR CARS,XJ,2.7L Diesel Saloon,A6,2720,Diesel,10.7,6.3,7.9,26.5,44.9,35.7,209,2124.01344537815,4,68,0.086,,0.179,0.211,0.001
JAGUAR CARS,XJ Super V8,4.2L 'R' Saloon,A6,4196,Petrol,17.9,8.7,12.1,15.8,32.3,23.4,289,3100.60512820513,4,74,0.521,0.049,0.039,,
JAGUAR CARS,XK,3.5L Convertible,A6,3555,Petrol,17.2,8.1,11.3,16.4,34.9,25,269,2902.1664,4,73,0.318,0.052,0.009,,
JAGUAR CARS,XK,3.5L Coupé,A6,3555,Petrol,17.2,8.1,11.3,16.4,34.9,25,269,2902.1664,4,72,0.318,0.052,0.009,,
JAGUAR CARS,XK,4.2L Convertible,A6,4196,Petrol,17.1,8.1,11.3,16.5,34.9,25,269,2902.1664,4,74,0.835,0.079,0.021,,
JAGUAR CARS,XK,4.2L Coupé,A6,4196,Petrol,17.1,8.1,11.3,16.5,34.9,25,269,2902.1664,4,74,0.835,0.079,0.021,,
JAGUAR CARS,XK,4.2L Supercharged Convertible,A6,4196,Petrol,19.1,8.6,12.3,14.8,32.9,22.9,294,3168.303930131,4,72,0.446,0.049,0.033,,
JAGUAR CARS,XK,4.2L Supercharged Coupé,A6,4196,Petrol,19.1,8.6,12.3,14.8,32.9,22.9,294,3168.303930131,4,71,0.469,0.064,0.03,,
KIA,Sedona,2.9 CRDi Manual,M6,2199,Diesel,8.8,5.6,6.7,32.1,50.4,42.2,179,1796.85497630332,4,73,0.091,,0.299,0.328,0.001
KIA,Sedona,2.9 CRDi Auto,A4,2199,Diesel,10,6.2,7.5,28.2,45.6,37.7,199,2011.33368700265,4,72,0.07,,0.286,0.317,0.001
LAMBORGHINI,"Gallardo, Model Year 2007",140 Coupé,M6/S6,4961,Petrol,24.8,12.4,17,11.4,22.8,16.6,400,4370.73253012048,4,74.9,0.68,0.07,0.04,,
LAMBORGHINI,"Gallardo, Model Year 2007",140 Spider,M6/S6,4961,Petrol,24.8,12.4,17,11.4,22.8,16.6,400,4370.73253012048,4,74.9,0.68,0.07,0.04,,
LAMBORGHINI,"Gallardo, Model Year 2009",140 Coupé,M6,5204,Petrol,22.6,10.2,14.7,12.5,27.7,19.2,351,3778.8625,4,74.3,0.186,0.062,0.03,,
LAMBORGHINI,"Gallardo, Model Year 2009",140 Coupé,S6,5204,Petrol,20.7,9.6,13.7,13.6,29.4,20.6,325,3522.04660194175,4,74.3,0.182,0.057,0.04,,
LAMBORGHINI,"Gallardo, Model Year 2009",140 Spider,M6,5204,Petrol,22.7,10.3,14.8,12.4,27.4,19.1,354,3798.64712041885,4,74.3,0.186,0.062,0.03,,
LAMBORGHINI,"Gallardo, Model Year 2009",140 Spider,S6,5204,Petrol,20.8,9.7,13.8,13.6,29.1,20.5,330,3539.22731707317,4,74.3,0.182,0.057,0.04,,
LAMBORGHINI,"Murcielago, Model Year 2006",147 Coupé,M6/S6,6192,Petrol,32.6,15.1,21.5,8.7,18.7,13.1,500,5538.48549618321,4,74.9,0.64,0.05,0.05,,
LAMBORGHINI,"Murcielago, Model Year 2006",147 Roadster,M6/S6,6192,Petrol,32.6,15.1,21.5,8.7,18.7,13.1,500,5538.48549618321,4,74.9,0.64,0.05,0.05,,
LAMBORGHINI,"Murcielago, Model Year 2007",147 Coupé,M6/S6,6496,Petrol,32.3,15,21.3,8.7,18.8,13.3,495,5455.2,4,74.9,0.63,0.06,0.05,,
LAMBORGHINI,"Murcielago, Model Year 2007",147 Roadster,M6/S6,6496,Petrol,32.3,15,21.3,8.7,18.8,13.3,495,5455.2,4,74.9,0.63,0.06,0.05,,
LAND ROVER,Defender Station Wagon,2.4 90 2010 Model Year,M6,2402,Diesel,12.5,8.6,10,22.6,32.9,28.2,266,2688.91063829787,4,75,0.433,,0.361,0.398,0.053
LAND ROVER,Defender Station Wagon,2.4 110 2010 Model Year,M6,2402,Diesel,13.5,9.5,11,20.9,29.7,25.7,291,2950.47782101167,4,73,0.277,,0.357,0.381,0.047
LAND ROVER,"Discovery 3, Model Year 2009",2.7 V6,M6,2720,Diesel,11.1,8.1,9.2,25.4,34.9,30.7,244,2469.94397394137,4,73,0.215,,0.326,0.352,0.049
LAND ROVER,"Discovery 3, Model Year 2009",2.7 V6,A6,2720,Diesel,13.1,8.5,10.2,21.6,33.2,27.7,270,2737.44693140794,4,71,0.094,,0.317,0.33,0.05
LAND ROVER,"Discovery 3, Model Year 2009",4.4 V8,A6,4394,Petrol,20.9,12.1,15,13.5,22.3,18.8,354,3859.26382978723,4,73,0.958,0.131,0.029,,
LAND ROVER,"Discovery 4, Model Year 2010",2.7 V6,M6,2720,Diesel,11.1,8.1,9.2,25.4,34.9,30.7,244,2469.94397394137,4,73,0.215,,0.326,0.352,0.049
LAND ROVER,"Discovery 4, Model Year 2010",2.7 V6,A6,2720,Diesel,13.1,8.5,10.2,21.6,33.2,27.7,270,2737.44693140794,4,71,0.094,,0.317,0.33,0.05
LAND ROVER,"Freelander 2, Model Year 2009",2.2 TD4 (112 kW - cDPF),M6,2179,Diesel,9.2,6.2,7.5,30.6,45.5,37.7,194,2011.33368700265,4,73,0.12,,0.227,0.241,0.001
LAND ROVER,"Freelander 2, Model Year 2009",2.2 TD4 (112 kW - cDPF),A6,2179,Diesel,11,6.8,8.5,25.7,41.5,33.2,224,2283.95421686747,4,68,0.065,,0.289,0.297,0.004
LAND ROVER,"Freelander 2, Model Year 2009",2.2 TD4 (118 kW),M6,2179,Diesel,9.2,6.2,7.5,30.6,45.5,37.7,194,2011.33368700265,4,73,0.259,,0.297,0.317,0.036
LAND ROVER,"Freelander 2, Model Year 2009",2.2 TD4 (118 kW),A6,2179,Diesel,11,6.8,8.5,25.7,41.5,33.2,224,2283.95421686747,4,68,0.158,,0.318,0.329,0.034
LAND ROVER,"Freelander 2, Model Year 2009",3.2 i6,A6,3192,Petrol,15.8,8.6,11.2,17.9,33,25.2,265,2879.13333333333,4,72,0.17,0.053,0.021,,
LAND ROVER,"Freelander 2, Model Year 2010",2.2 TD4 (112 kW - cDPF),M6,2179,Diesel,8.5,5.7,6.7,33.2,49.6,42.2,179,1796.85497630332,4,73,0.21,,0.282,0.3,0.001
LAND ROVER,"Freelander 2, Model Year 2010",2.2 TD4 (112 kW - cDPF),A6,2179,Diesel,10.7,6.6,7.9,26.4,42.8,35.8,214,2118.08044692737,4,68,0.065,,0.289,0.297,0.004
LAND ROVER,"Freelander 2, Model Year 2010",2.2 TD4 (118 kW),M6,2179,Diesel,8.5,5.7,6.7,33.2,49.6,42.2,179,1796.85497630332,4,73,0.178,,0.295,0.318,0.034
LAND ROVER,"Freelander 2, Model Year 2010",2.2 TD4 (118 kW),A6,2179,Diesel,10.7,6.6,7.9,26.4,42.8,35.8,214,2118.08044692737,4,68,0.158,,0.318,0.329,0.034
LAND ROVER,"Freelander 2, Model Year 2010",3.2 i6,A6,3192,Petrol,15.4,8.1,10.7,18.3,34.9,26.4,255,2748.26363636364,4,72,0.17,0.053,0.021,,
LAND ROVER,Range Rover,3.6 TDV8 2010 Model Year,A6,3628,Diesel,14.5,9.2,11.1,19.6,30.7,25.4,294,2985.32598425197,4,72,0.047,,0.355,0.388,0.049
LAND ROVER,"Range Rover, Model Year 2009",4.2 V8 Super Charged,A6,4197,Petrol,22.4,12.2,16,12.6,23.2,17.7,376,4099.10508474576,4,73,1.237,0.145,0.078,,
LAND ROVER,"Range Rover, Model Year 2009",4.4 V8,A6,4394,Petrol,21.2,11.4,14.9,13.3,24.8,19,352,3818.64,4,73,0.793,0.098,0.028,,
LAND ROVER,Range Rover Sport,3.6 TDV8 2010 Model Year,A6,3628,Diesel,14.7,9,11.1,19.2,31.4,25.4,294,2985.32598425197,4,75,0.074,,0.303,0.332,0.031
LAND ROVER,"Range Rover Sport, Model Year 2009",4.2 V8 Super Charged,A6,4197,Petrol,22.8,11.9,15.9,12.4,23.7,17.8,374,4076.07640449438,4,74,1.147,0.1,0.016,,
LAND ROVER,"Range Rover Sport, Model Year 2009",4.4 V8 (2009 MY),A6,4394,Petrol,20.9,12.1,14.9,13.5,22.3,19,352,3818.64,4,73,0.958,0.131,0.029,,
LEXUS,"GS, MY2010","GS450h 17"" wheels",E-CVT,3456,Petrol Hybrid,9.1,7,7.6,31,40.4,37.2,179,1129.16774193548,4,72.1,0.1,0.01,0,,
LEXUS,"GS, MY2010","GS450h 18"" wheels",E-CVT,3456,Petrol Hybrid,9.1,7,7.6,31,40.4,37.2,180,1129.16774193548,4,72.1,0.1,0.01,0.001,,
LEXUS,IS,ISF ,A8,4969,Petrol,16.8,8.3,11.4,16.8,34,24.8,270,2925.57096774194,4,72,0.17,0.03,0,,
LEXUS,IS MY2010,IS250 Saloon,M6,2500,Petrol,13.3,7.6,9.7,21.2,37.2,29.1,227,2493.27010309278,4,72,0.17,0.04,0.04,,
LEXUS,IS MY2010,IS250 Saloon,A6,2500,Petrol,12.5,6.9,8.9,22.6,40.9,31.7,209,2288.77476340694,4,70,0.1,0.05,0.06,,
LEXUS,IS MY2010,IS250C,A6,2500,Petrol,13.1,7.1,9.3,21.6,39.8,30.4,219,2386.65,4,70,0.12,0.043,0.004,,
LEXUS,IS MY2010,IS220d Saloon,M6,2231,Diesel,7.1,4.8,5.6,38.2,58.9,50.4,148,1504.50952380952,4,71,0.13,,0.16,0.16,0.002
LEXUS,RX,RX450h,E-CVT,3456,Petrol Hybrid,6.6,6,6.3,42.8,47.1,44.8,148,937.6125,4,71.6,0.18,0.04,0.01,,
LTI,Taxi - TX4,2.5 Manual,M5,2499,Diesel,10.1,6.8,8,28,41.5,35.2,212,2154.18409090909,4,73.4,0.321,,0.313,0.371,0.045
LTI,Taxi - TX4,2.5 Automatic,A5,2499,Diesel,11.1,7.4,8.8,25.5,38.2,32,233,2369.6025,4,71.4,0.095,,0.283,0.311,0.028
MAZDA,"Mazda2, Model Year 2007",1.3 3 Door (75PS/55kW),M5,1349,Petrol,7,4.2,5.2,40.4,67.3,54.3,125,1336.17237569061,4,68.7,0.45,0.049,0.019,,
MAZDA,"Mazda2, Model Year 2007",1.3 5 Door (75PS/55kW),M5,1349,Petrol,6.9,4.2,5.2,40.9,67.3,54.3,125,1336.17237569061,4,68.7,0.45,0.049,0.019,,
MAZDA,"Mazda2, Model Year 2007",1.3 3 Door (86PS/63kW),M5,1349,Petrol,7,4.2,5.2,40.4,67.3,54.3,125,1336.17237569061,4,71,0.45,0.049,0.019,,
MAZDA,"Mazda2, Model Year 2007",1.3 5 Door (86PS/63kW),M5,1349,Petrol,6.9,4.2,5.2,40.9,67.3,54.3,125,1336.17237569061,4,71,0.45,0.049,0.019,,
MAZDA,"Mazda2, Model Year 2007",1.5 3 Door (103PS/76kW),M5,1498,Petrol,7.6,4.7,5.7,37.2,60.1,49.6,135,1462.78548387097,4,69.7,0.36,0.028,0.011,,
MAZDA,"Mazda2, Model Year 2007",1.5 5 Door (103PS/76kW),M5,1498,Petrol,7.6,4.7,5.7,37.2,60.1,49.6,135,1462.78548387097,4,69.7,0.36,0.028,0.011,,
MAZDA,"Mazda2, Model Year 2007",1.4 3 Door (68PS/50kW),M5,1399,Diesel,5.1,3.5,4.1,55.4,80.7,68.9,107,1100.54107402032,4,68.4,0.075,,0.173,0.189,0.017
MAZDA,"Mazda2, Model Year 2007",1.4 5 Door (68PS/50kW),M5,1399,Diesel,5.1,3.5,4.1,55.4,80.7,68.9,107,1100.54107402032,4,68.4,0.075,,0.173,0.189,0.017
MAZDA,"Mazda2, Model Year 2007",1.6 3 Door (66kW),M5,1560,Diesel,5.1,3.7,4.2,55.4,76.3,67.3,112,1126.70549777117,4,69.5,0.109,,0.234,0.248,0.001
MAZDA,"Mazda2, Model Year 2007",1.6 5 Door (66kW),M5,1560,Diesel,5.1,3.7,4.2,55.4,76.3,67.3,112,1126.70549777117,4,69.5,0.109,,0.234,0.248,0.001
MAZDA,"Mazda3, Model Year 2009",1.6 4/5 Door,M5,1598,Petrol,8.3,5.2,6.3,34,54.3,44.8,149,1619.5125,4,70,0.67,0.037,0.007,,
MAZDA,"Mazda3, Model Year 2009",1.6 4/5 Door,M5,1560,Diesel,5.8,3.8,4.5,48.7,74.3,62.8,119,1207.44076433121,4,68,0.185,,0.169,0.188,0.001
MAZDA,"Mazda5, Model Year 2008 ",1.8,M5,1798,Petrol,10.1,6,7.5,28,47.1,37.7,179,1924.51352785146,4,73.3,0.48,0.046,0.008,,
MAZDA,"Mazda5, Model Year 2008 ",2.0 Manual,M6,1999,Petrol,10.6,6.3,7.9,26.6,44.8,35.8,187,2026.65251396648,4,70.9,0.35,0.042,0.007,,
MAZDA,"Mazda5, Model Year 2008 ",2.0 Auto,A5,1999,Petrol,11.3,6.4,8.2,25,44.1,34.4,194,2109.13255813953,4,70.6,0.36,0.065,0.013,,
MAZDA,"Mazda5, Model Year 2008 ",2.0 TD (110PS & 143PS),M6,1998,Diesel,7.3,5.4,6.1,38.7,52.3,46.3,159,1637.73822894169,4,71.7,0.091,,0.126,0.14,0.002
MAZDA,"Mazda6, Model Year 2008 ",1.8 5 Door,M5,1798,Petrol,9.6,5.3,6.9,29.4,53.3,40.9,162,1773.94034229829,4,68.1,0.3,0.055,0.037,,
MAZDA,"Mazda6, Model Year 2008 ",2.0 4 Door,M6,1999,Petrol,9.8,5.4,7,28.8,52.3,40.4,166,1795.89504950495,4,66.7,0.17,0.032,0.055,,
MAZDA,"Mazda6, Model Year 2008 ",2.0 5 Door,M6,1999,Petrol,9.9,5.5,7.1,28.5,51.4,39.8,168,1822.96884422111,4,66.7,0.17,0.032,0.055,,
MAZDA,"Mazda6, Model Year 2008 ",2.0 5 Door,A5,1999,Petrol,11.1,5.7,7.7,25.4,49.6,36.7,182,1976.95258855586,4,69.3,0.26,0.068,0.053,,
MAZDA,"Mazda6, Model Year 2008 ",2.0 Estate,M6,1999,Petrol,10,5.6,7.2,28.2,50.4,39.2,171,1850.87142857143,4,66.7,0.17,0.032,0.055,,
MAZDA,"Mazda6, Model Year 2008 ",2.0 Estate,A5,1999,Petrol,11.3,5.8,7.8,25,48.7,36.2,185,2004.25856353591,4,69.3,0.26,0.068,0.053,,
MAZDA,"Mazda6, Model Year 2008 ",2.5 4/5 Door,M6,2488,Petrol,11.1,6.3,8.1,25.4,44.8,34.9,192,2078.91575931232,4,68.4,0.42,0.036,0.004,,
MAZDA,"Mazda6, Model Year 2008 ",2.5 Estate,M6,2488,Petrol,11.2,6.4,8.2,25.2,44.1,34.4,193,2109.13255813953,4,68.4,0.42,0.036,0.004,,
MAZDA,"Mazda6, Model Year 2009",2.2 4 Door (163PS),M6,2184,Diesel,7,4.7,5.5,40.4,60.1,51.4,147,1475.23891050584,4,67.8,0.13,,0.16,0.176,0.001
MAZDA,"Mazda6, Model Year 2009",2.2 4 Door (185PS),M6,2184,Diesel,7.1,4.7,5.6,39.8,60.1,50.4,149,1504.50952380952,4,67.7,0.231,,0.173,0.194,0.003
MAZDA,"Mazda6, Model Year 2009",2.2 5 Door (125PS),M6,2184,Diesel,7,4.7,5.5,40.4,60.1,51.4,147,1475.23891050584,4,67.8,0.13,,0.16,0.176,0.001
MAZDA,"Mazda6, Model Year 2009",2.2 5 Door (163PS),M6,2184,Diesel,7,4.7,5.5,40.4,60.1,51.4,147,1475.23891050584,4,67.8,0.13,,0.16,0.176,0.001
MAZDA,"Mazda6, Model Year 2009",2.2 5 Door (185PS),M6,2184,Diesel,7.1,4.7,5.6,39.8,60.1,50.4,149,1504.50952380952,4,67.7,0.231,,0.173,0.194,0.003
MAZDA,"Mazda6, Model Year 2009",2.2 Estate (163PS),M6,2184,Diesel,7,4.8,5.6,40.4,58.9,50.4,149,1504.50952380952,4,67.8,0.13,,0.16,0.176,0.001
MAZDA,"Mazda6, Model Year 2009",2.2 Estate (185PS),M6,2184,Diesel,7.2,4.8,5.7,39.2,58.9,49.6,152,1528.77580645161,4,67.7,0.231,,0.173,0.194,0.003
MAZDA,"Mazda6, Model Year 2010",1.8 4 Door,M5,1798,Petrol,9.1,4.9,6.4,31,57.6,44.1,152,1645.21904761905,4,68.1,0.26,0.044,0.014,,
MAZDA,"Mazda6, Model Year 2010",1.8 5 Door,M5,1798,Petrol,9.2,5,6.5,30.7,56.5,43.5,155,1667.91172413793,4,68.1,0.26,0.044,0.014,,
MAZDA,"Mazda6, Model Year 2010",1.8 Estate,M5,1798,Petrol,9.3,5.1,6.6,30.4,55.4,42.8,157,1695.19065420561,4,68.1,0.26,0.044,0.014,,
MAZDA,"MX-5, Model Year 2009",1.8,M5,1798,Petrol,9.5,5.5,7,29.9,51.4,40.4,167,1795.89504950495,4,71,0.27,0.04,0.01,,
MAZDA,"MX-5, Model Year 2009",2.0 5 speed,M5,1999,Petrol,10.1,5.8,7.4,28,48.7,38.2,177,1899.32356020942,4,71,0.22,0.03,0.01,,
MAZDA,"MX-5, Model Year 2009",2.0 6 speed,M6,1999,Petrol,10.5,5.9,7.6,26.9,47.9,37.2,181,1950.38064516129,4,70,0.32,0.04,0.01,,
MAZDA,"MX-5, Model Year 2009",2.0 6 speed,A6,1999,Petrol,10.9,6.1,7.9,25.9,46.3,35.6,188,2038.03820224719,4,68,0.22,0.04,0.01,,
MAZDA,RX-8 R3,231PS,M6,2616,Petrol,15.7,9.1,11.5,18,31,24.6,299,2949.35609756098,4,74,0.22,0.034,0.029,,
MG MOTORS UK,MG TF,135,5MT,1796,Petrol,11.1,6.1,7.9,25.4,46.3,35.8,185,2026.65251396648,4,74,0.374,0.029,0.017,,
MITSUBISHI,Colt,1.1 Manual,5MT,1124,Petrol,7.3,4.8,5.7,38.7,58.9,49.6,135,1462.78548387097,4,73,0.352,0.072,0.032,,
