Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Electric energy consumption Miles/kWh,wh/km,Maximum range (Km),Maximum range (Miles),Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Electricity cost,Total cost / 12000 miles,Euro Standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],,,,,,,,,,
MERCEDES-BENZ,"SLK-Class, Model Year 2015","SLK 250 CDI with 17"" & 18"" rear wheels ECO Start/Stop",A7,2143,Diesel,,,,,6.2,4.3,5.0,45.6,65.7,56.5,132,"£1,139",,"£1,139",V,71.0,258,,135,156,0.30,,,,,,,,,,
MERCEDES-BENZ,"SLK-Class, Model Year 2015","SLK 250 with 17"" & 18"" rear wheels ECO Start/Stop",A7,1796,Petrol,,,,,8.7,5.4,6.6,32.5,52.3,42.8,153,"£1,428",,"£1,428",V,74.0,223,50,28,,,,,,,,,,,,
MERCEDES-BENZ,"SLK-Class, Model Year 2015","SLK 250 with 17"" & 18"" rear wheels ECO Start/Stop",M6,1796,Petrol,,,,,9.8,5.8,7.3,28.8,48.7,38.7,169,"£1,579",,"£1,579",V,73.0,377,54,45,,,,,,,,,,,,
MERCEDES-BENZ,"SLK-Class, Model Year 2015","SLK 350 with 17"" & 18"" rear wheels ECO Start/Stop",A7,3498,Petrol,,,,,9.9,5.5,7.1,28.5,51.4,39.8,167,"£1,535",,"£1,535",V,71.0,48,43,9,,,,,,,,,,,,
MERCEDES-BENZ,"Viano, Model Year 2011",Viano 2.0 CDI Trend Compact EU5,A5,2143,Diesel,,,,,10.1,6.9,8.1,28.0,40.9,34.9,213,"£1,844",,"£1,844",V,71.0,78,,243,263,1.00,,,,,,,,,,
MERCEDES-BENZ,"Viano, Model Year 2011",Viano 2.0 CDI Trend Compact EU5,M6,2143,Diesel,,,,,8.9,6.5,7.3,31.7,43.5,38.7,192,"£1,663",,"£1,663",V,75.0,175,,226,248,1.00,,,,,,,,,,
MERCEDES-BENZ,"Viano, Model Year 2011",Viano 2.0 CDI Trend Long EU5,A5,2143,Diesel,,,,,10.1,6.9,8.1,28.0,40.9,34.9,213,"£1,844",,"£1,844",V,71.0,78,,243,263,1.00,,,,,,,,,,
MERCEDES-BENZ,"Viano, Model Year 2011",Viano 2.0 CDI Trend Long EU5,M6,2143,Diesel,,,,,8.9,6.5,7.3,31.7,43.5,38.7,192,"£1,663",,"£1,663",V,75.0,175,,226,248,1.00,,,,,,,,,,
MERCEDES-BENZ,"Viano, Model Year 2011",Viano 2.2 CDI Ambiente Compact EU5,A5,2143,Diesel,,,,,10.1,6.9,8.1,28.0,40.9,34.9,213,"£1,844",,"£1,844",V,71.0,78,,243,263,1.00,,,,,,,,,,
MERCEDES-BENZ,"Viano, Model Year 2011",Viano 2.2 CDI Ambiente Compact EU5,M6,2143,Diesel,,,,,8.9,6.5,7.3,31.7,43.5,38.7,192,"£1,663",,"£1,663",V,75.0,175,,226,248,1.00,,,,,,,,,,
MERCEDES-BENZ,"Viano, Model Year 2011",Viano 2.2 CDI Ambiente Extra-long EU5,A5,2143,Diesel,,,,,10.2,7.0,8.2,27.7,40.4,34.4,216,"£1,871",,"£1,871",V,72.0,78,,243,263,1.00,,,,,,,,,,
MERCEDES-BENZ,"Viano, Model Year 2011",Viano 2.2 CDI Ambiente Extra-long EU5,M6,2143,Diesel,,,,,9.0,6.6,7.4,31.4,42.8,38.2,195,"£1,685",,"£1,685",V,75.0,175,,226,248,1.00,,,,,,,,,,
MERCEDES-BENZ,"Viano, Model Year 2011",Viano 2.2 CDI Ambiente Long EU5,A5,2143,Diesel,,,,,10.2,7.0,8.2,27.7,40.4,34.4,216,"£1,871",,"£1,871",V,72.0,78,,243,263,1.00,,,,,,,,,,
MERCEDES-BENZ,"Viano, Model Year 2011",Viano 2.2 CDI Ambiente Long EU5,M6,2143,Diesel,,,,,9.0,6.6,7.4,31.4,42.8,38.2,195,"£1,685",,"£1,685",V,75.0,175,,226,248,1.00,,,,,,,,,,
MERCEDES-BENZ,"Viano, Model Year 2011",Viano 2.2 CDI Trend Compact EU5,A5,2143,Diesel,,,,,10.1,6.9,8.1,28.0,40.9,34.9,213,"£1,844",,"£1,844",V,71.0,78,,243,263,1.00,,,,,,,,,,
MERCEDES-BENZ,"Viano, Model Year 2011",Viano 2.2 CDI Trend Compact EU5,M6,2143,Diesel,,,,,8.9,6.5,7.3,31.7,43.5,38.7,192,"£1,663",,"£1,663",V,75.0,175,,226,248,1.00,,,,,,,,,,
MERCEDES-BENZ,"Viano, Model Year 2011",Viano 2.2 CDI Trend Extra-long EU5,A5,2143,Diesel,,,,,10.2,7.0,8.2,27.7,40.4,34.4,216,"£1,871",,"£1,871",V,72.0,78,,243,263,1.00,,,,,,,,,,
MERCEDES-BENZ,"Viano, Model Year 2011",Viano 2.2 CDI Trend Extra-long EU5,M6,2143,Diesel,,,,,9.0,6.6,7.4,31.4,42.8,38.2,195,"£1,685",,"£1,685",V,75.0,175,,226,248,1.00,,,,,,,,,,
MERCEDES-BENZ,"Viano, Model Year 2011",Viano 2.2 CDI Trend Long EU5,A5,2143,Diesel,,,,,10.1,6.9,8.1,28.0,40.9,34.9,213,"£1,844",,"£1,844",V,71.0,78,,243,263,1.00,,,,,,,,,,
MERCEDES-BENZ,"Viano, Model Year 2011",Viano 2.2 CDI Trend Long EU5,M6,2143,Diesel,,,,,8.9,6.5,7.3,31.7,43.5,38.7,192,"£1,663",,"£1,663",V,75.0,175,,226,248,1.00,,,,,,,,,,
MERCEDES-BENZ,"Viano, Model Year 2011",Viano 3.0 CDI Ambiente Compact EU5,A5,2987,Diesel,,,,,10.8,7.1,8.5,26.2,39.8,33.2,226,"£1,939",,"£1,939",V,71.0,353,,253,282,2.00,,,,,,,,,,
MERCEDES-BENZ,"Viano, Model Year 2011",Viano 3.0 CDI Ambiente Extra-long EU5,A5,2987,Diesel,,,,,10.9,7.2,8.6,25.9,39.2,32.8,226,"£1,963",,"£1,963",V,71.0,353,,253,282,2.00,,,,,,,,,,
MERCEDES-BENZ,"Viano, Model Year 2011",Viano 3.0 CDI Ambiente Long EU5,A5,2987,Diesel,,,,,10.9,7.2,8.6,25.9,39.2,32.8,226,"£1,963",,"£1,963",V,71.0,353,,253,282,2.00,,,,,,,,,,
MG MOTORS UK,"MG3, MY2013",1.5 VTi-TECH,5MT,1498,Petrol,,,,,7.5,4.9,5.8,37.7,57.6,48.7,136,"£1,255",,"£1,255",V,70.0,637,37,16,,,,,,,,,,,,
MG MOTORS UK,MG6,GT,5MT,1796,Petrol,,,,,10.6,6.1,7.8,26.6,46.3,36.2,184,"£1,688",,"£1,688",V,72.0,632,39,26,,,,,,,,,,,,
MG MOTORS UK,MG6,Magnette,5MT,1796,Petrol,,,,,10.6,6.1,7.8,26.6,46.3,36.2,184,"£1,688",,"£1,688",V,72.0,632,39,26,,,,,,,,,,,,
MG MOTORS UK,"MG6, From April 2012",1.9 DTi-TECH,6MT,1849,Diesel,,,,,6.2,4.8,5.3,46.1,59.0,53.5,139,"£1,203",,"£1,203",V,73.0,407,,172,203,0.30,,,,,,,,,,
MG MOTORS UK,"MG6, From April 2012",GT,5MT,1796,Petrol,,,,,10.2,5.8,7.5,27.7,48.7,37.7,174,"£1,621",,"£1,621",V,72.0,632,39,26,,,,,,,,,,,,
MG MOTORS UK,"MG6, From April 2012",Magnette,5MT,1796,Petrol,,,,,10.2,5.8,7.5,27.7,48.7,37.7,174,"£1,621",,"£1,621",V,72.0,632,39,26,,,,,,,,,,,,
MG MOTORS UK,"MG6, MY2013",1.8T TCi-TECH,5MT,1796,Petrol,,,,,10.2,5.8,7.5,27.7,48.7,37.7,174,"£1,621",,"£1,621",V,72.0,632,39,26,,,,,,,,,,,,
MG MOTORS UK,"MG6, MY2013",1.9 DTi-TECH,6MT,1849,Diesel,,,,,5.8,4.4,4.9,48.7,64.2,57.6,129,"£1,118",,"£1,118",V,73.0,407,,172,203,0.30,,,,,,,,,,
MG MOTORS UK,"MG6, MY2015",1.9 DTi-TECH,6MT,1849,Diesel,,,,,5.4,4.1,4.6,52.3,68.8,61.4,119,"£1,048",,"£1,048",V,73.0,407,,172,203,0.30,,,,,,,,,,
MINI,MINI Convertible R57,MINI Cooper D Convertible,A6,1995,Diesel,,,,,7.0,4.3,5.3,40.4,65.7,53.3,140,"£1,208",,"£1,208",V,72.0,174,,131,151,0.40,,,,,,,,,,
MINI,MINI Convertible R57,MINI Cooper D Convertible,M6,1598,Diesel,,,,,4.5,3.7,4.0,62.8,76.3,70.6,105,£912,,£912,V,73.0,244,,174,195,0.10,,,,,,,,,,
MINI,MINI Convertible R57,MINI Cooper S Convertible,M6,1598,Petrol,,,,,7.5,5.1,6.0,37.7,55.4,47.1,139,"£1,297",,"£1,297",V,74.0,334,38,41,,,,,,,,,,,,
MINI,MINI Convertible R57,MINI Cooper S Convertible,A6,1598,Petrol,,,,,9.1,5.1,6.6,31.0,55.4,42.8,153,"£1,428",,"£1,428",V,74.0,429,39,17,,,,,,,,,,,,
MINI,MINI Convertible R57,MINI Cooper SD Convertible,A6,1995,Diesel,,,,,7.1,4.4,5.4,39.8,64.2,52.3,143,"£1,231",,"£1,231",V,72.0,139,,141,157,0.30,,,,,,,,,,
MINI,MINI Convertible R57,MINI Cooper SD Convertible,M6,1995,Diesel,,,,,5.3,4.0,4.5,53.3,70.6,62.8,118,"£1,025",,"£1,025",V,73.0,290,,142,182,0.40,,,,,,,,,,
MINI,MINI Convertible R57,MINI John Cooper Works Convertible,M6,1598,Petrol,,,,,9.0,5.5,6.8,31.4,51.4,41.5,157,"£1,472",,"£1,472",V,74.0,488,25,15,,,,,,,,,,,,
MINI,MINI Convertible R57,MINI John Cooper Works Convertible,A6,1598,Petrol,,,,,10.4,5.5,7.3,27.2,51.4,38.7,169,"£1,579",,"£1,579",V,74.0,573,28,44,,,,,,,,,,,,
MINI,"MINI Countryman R60, From September 2010",MINI Cooper D Countryman 16 inch and 17 inch tyres,A6,1995,Diesel,,,,,7.2,4.8,5.6,39.2,58.9,50.4,148,"£1,277",,"£1,277",V,72.0,298,,59,114,0.40,,,,,,,,,,
MINI,"MINI Coupé R58, From October 2011",MINI Cooper S Coupé,M6,1598,Petrol,,,,,7.3,5.0,5.8,38.7,56.5,48.7,136,"£1,255",,"£1,255",V,74.0,334,38,41,,,,,,,,,,,,
MINI,"MINI Coupé R58, From October 2011",MINI Cooper S Coupé,A6,1598,Petrol,,,,,8.9,5.0,6.4,31.7,56.5,44.1,149,"£1,385",,"£1,385",V,74.0,429,39,17,,,,,,,,,,,,
MINI,"MINI Coupé R58, From October 2011",MINI Cooper SD Coupé,A6,1995,Diesel,,,,,6.9,4.3,5.3,40.9,65.7,53.3,139,"£1,208",,"£1,208",V,72.0,139,,141,157,0.30,,,,,,,,,,
MINI,"MINI Coupé R58, From October 2011",MINI Cooper SD Coupé,M6,1995,Diesel,,,,,5.1,3.9,4.3,55.4,72.4,65.7,114,£980,,£980,V,73.0,290,,142,182,0.40,,,,,,,,,,
MINI,"MINI Coupé R58, From October 2011",MINI John Cooper Works Coupé,M6,1598,Petrol,,,,,8.8,5.3,6.6,32.1,53.3,42.8,153,"£1,428",,"£1,428",V,74.0,488,25,15,,,,,,,,,,,,
MINI,"MINI Coupé R58, From October 2011",MINI John Cooper Works Coupé,A6,1598,Petrol,,,,,10.1,5.3,7.1,28.0,53.3,39.8,165,"£1,535",,"£1,535",V,74.0,573,28,44,,,,,,,,,,,,
MINI,"MINI Roadster R59, From April 2012",MINI Cooper S Roadster,M6,1598,Petrol,,,,,7.5,5.1,6.0,37.7,55.4,47.1,139,"£1,297",,"£1,297",V,74.0,334,38,41,,,,,,,,,,,,
MINI,"MINI Roadster R59, From April 2012",MINI Cooper S Roadster,A6,1598,Petrol,,,,,9.1,5.1,6.6,31.0,55.4,42.8,153,"£1,428",,"£1,428",V,74.0,429,39,17,,,,,,,,,,,,
MINI,"MINI Roadster R59, From April 2012",MINI Cooper SD Roadster,A6,1995,Diesel,,,,,7.1,4.4,5.4,39.8,64.2,52.3,143,"£1,231",,"£1,231",V,72.0,139,,141,157,0.30,,,,,,,,,,
MINI,"MINI Roadster R59, From April 2012",MINI Cooper SD Roadster,M6,1995,Diesel,,,,,5.3,4.0,4.5,53.3,70.6,62.8,118,"£1,025",,"£1,025",V,73.0,290,,142,182,0.40,,,,,,,,,,
MINI,"MINI Roadster R59, From April 2012",MINI John Cooper Works Roadster,M6,1598,Petrol,,,,,9.0,5.5,6.8,31.4,51.4,41.5,157,"£1,472",,"£1,472",V,74.0,488,25,15,,,,,,,,,,,,
MINI,"MINI Roadster R59, From April 2012",MINI John Cooper Works Roadster,A6,1598,Petrol,,,,,10.4,5.5,7.3,27.2,51.4,38.7,169,"£1,579",,"£1,579",V,74.0,573,28,44,,,,,,,,,,,,
MITSUBISHI,ASX,ASX2 1.6 2WD,5MT,1590,Petrol,,,,,7.7,4.9,6.0,36.7,57.6,47.1,137,"£1,297",,"£1,297",V,70.0,598,42,28,,,,,,,,,,,,
MITSUBISHI,ASX,ASX3 1.6 2WD,5MT,1590,Petrol,,,,,7.7,4.9,6.0,36.7,57.6,47.1,137,"£1,297",,"£1,297",V,70.0,598,42,28,,,,,,,,,,,,
MITSUBISHI,ASX,ASX3 1.8 2WD,6MT,1798,Diesel,,,,,6.3,4.5,5.1,44.8,62.8,55.4,134,"£1,162",,"£1,162",V,74.0,252,,131,169,1.60,,,,,,,,,,
MITSUBISHI,ASX,ASX4 1.8 4WD,6MT,1790,Diesel,,,,,6.4,4.5,5.2,44.1,60.8,54.3,136,"£1,185",,"£1,185",V,74.0,252,,131,169,1.60,,,,,,,,,,
MITSUBISHI,ASX,ASX4 2.2 Diesel 4WD Auto,5AT,2268,Diesel,,,,,7.1,5.1,5.8,39.8,55.4,48.7,153,"£1,322",,"£1,322",V,74.0,199,,160,194,0.00,,,,,,,,,,
MITSUBISHI,ASX,ASX4 Black 1.6 2WD,M5,1590,Petrol,,,,,7.8,5.0,6.0,36.2,56.5,47.1,139,"£1,297",,"£1,297",V,74.0,252,16,18,,,,,,,,,,,,
MITSUBISHI,ASX,ASX4 Black 1.8 2WD,M6,1798,Diesel,,,,,6.3,4.5,5.2,44.8,62.8,54.3,136,"£1,185",,"£1,185",V,74.0,252,,130,169,1.60,,,,,,,,,,
MITSUBISHI,ASX,ASX4 Black 1.8 4WD,M6,1798,Diesel,,,,,6.4,4.6,5.2,44.1,61.4,54.3,138,"£1,185",,"£1,185",V,74.0,252,,155,169,1.60,,,,,,,,,,
MITSUBISHI,"Mirage, 2013",GJ1,5MT,999,Petrol,,,,,5.0,3.6,4.2,56.5,78.5,67.3,96,£908,,£908,V,69.0,543,41,22,,,,,,,,,,,,
MITSUBISHI,"Mirage, 2013",GJ2,5MT,1193,Petrol,,,,,4.8,3.7,4.1,58.9,76.3,68.9,96,£887,,£887,V,71.0,543,41,22,,,,,,,,,,,,
MITSUBISHI,"Mirage, 2013",GJ3,5MT,1193,Petrol,,,,,5.0,3.9,4.3,56.5,72.4,65.7,100,£930,,£930,V,71.0,543,41,22,,,,,,,,,,,,
MITSUBISHI,"Mirage, 2013",GJ3,5AT,1193,Petrol,,,,,4.6,3.8,4.1,61.4,74.3,68.9,95,£887,,£887,V,71.0,543,41,22,,,,,,,,,,,,
MITSUBISHI,Outlander GS45X,GX3 2WD,M6,2268,Diesel,,,,,7.6,5.3,6.1,37.2,53.3,46.3,162,"£1,390",,"£1,390",V,75.0,288,,211,238,1.00,,,,,,,,,,
MITSUBISHI,Outlander GS45X,GX3 4WD,M6,2268,Diesel,,,,,8.1,5.6,6.5,34.9,50.4,43.5,169,"£1,480",,"£1,480",V,75.0,288,,211,238,1.00,,,,,,,,,,
MITSUBISHI,Outlander GS45X,GX3 4WD,A6,2268,Diesel,,,,,9.3,6.0,7.2,30.4,47.1,39.2,189,"£1,642",,"£1,642",V,75.0,288,,211,238,1.00,,,,,,,,,,
MITSUBISHI,Outlander GS45X,GX4 4WD,M6,2268,Diesel,,,,,8.1,5.6,6.5,34.9,50.4,43.5,169,"£1,480",,"£1,480",V,75.0,288,,211,238,1.00,,,,,,,,,,
MITSUBISHI,Outlander GS45X,GX4 4WD,A6,2268,Diesel,,,,,9.3,6.0,7.2,30.4,47.1,39.2,189,"£1,642",,"£1,642",V,75.0,288,,211,238,1.00,,,,,,,,,,
MITSUBISHI,"Outlander PHEV, 2014",GX3h PHEV,E-CVT,1998,Electricity / Petrol,4.6,134,52,32,,,1.9,,,148.0,44,£413,£368,£781,V,73.0,132,9,3,,,,,,,,,,,,
MITSUBISHI,"Outlander PHEV, 2014",GX4h PHEV,E-CVT,1998,Electricity / Petrol,4.6,134,52,32,,,1.9,,,148.0,44,£413,£368,£781,V,73.0,132,9,3,,,,,,,,,,,,
MITSUBISHI,"Outlander PHEV, 2014",GX4hs PHEV,E-CVT,1998,Electricity / Petrol,4.6,134,52,32,,,1.9,,,148.0,44,£413,£368,£781,V,73.0,132,9,3,,,,,,,,,,,,
MITSUBISHI,"Outlander PHEV, 2014",GX5 PHEV,E-CVT,1998,Electricity / Petrol,4.6,134,52,32,,,1.9,,,148.0,44,£413,£368,£781,V,73.0,131,8,3,,,,,,,,,,,,
MITSUBISHI,"Outlander RE, 2013",GX2,6MT,2268,Diesel,,,,,6.4,4.6,5.3,44.1,61.4,53.3,138,"£1,208",,"£1,208",V,74.0,126,,139,177,0.50,,,,,,,,,,
MITSUBISHI,"Outlander RE, 2013",GX3,6MT,2268,Diesel,,,,,6.5,4.7,5.4,43.5,60.1,52.3,140,"£1,231",,"£1,231",V,75.0,126,,139,177,0.50,,,,,,,,,,
MITSUBISHI,"Outlander RE, 2013",GX4,6MT,2268,Diesel,,,,,6.5,4.7,5.4,43.5,60.1,52.3,140,"£1,231",,"£1,231",V,75.0,126,,139,177,0.50,,,,,,,,,,
MITSUBISHI,"Outlander RE, 2013",GX4,6AT,2268,Diesel,,,,,7.1,5.1,5.8,39.8,55.4,48.7,153,"£1,322",,"£1,322",V,73.0,126,,139,177,0.50,,,,,,,,,,
MITSUBISHI,Shogun LWB,SG2,A5,3200,Diesel,,,,,10.1,7.5,8.5,28.0,37.7,33.2,224,"£1,939",,"£1,939",V,70.0,190,,276,296,2.30,,,,,,,,,,
MITSUBISHI,Shogun LWB,SG2,M5,3200,Diesel,,,,,9.5,6.9,7.8,29.7,40.9,36.2,213,"£1,778",,"£1,778",V,74.0,380,,286,332,0.50,,,,,,,,,,
MITSUBISHI,Shogun LWB,SG3,A5,3200,Diesel,,,,,10.1,7.5,8.5,28.0,37.7,33.2,224,"£1,939",,"£1,939",V,70.0,190,,276,296,2.30,,,,,,,,,,
MITSUBISHI,Shogun LWB,SG4,A5,3200,Diesel,,,,,10.1,7.5,8.5,28.0,37.7,33.2,224,"£1,939",,"£1,939",V,70.0,190,,276,296,2.30,,,,,,,,,,
MITSUBISHI,Shogun LWB,SG4 Black,A5,3200,Diesel,,,,,10.1,7.5,8.5,28.0,37.7,33.2,224,"£1,939",,"£1,939",V,70.0,190,,276,296,2.30,,,,,,,,,,
MITSUBISHI,Shogun SWB,Equippe,5MT,3200,Diesel,,,,,9.5,6.9,7.8,29.7,40.9,36.2,207,"£1,778",,"£1,778",V,73.0,116,,154,177,3.00,,,,,,,,,,
MITSUBISHI,Shogun SWB,Equippe,5AT,3200,Diesel,,,,,10.0,7.2,8.2,28.2,39.2,34.4,216,"£1,871",,"£1,871",V,70.0,218,,150,158,3.00,,,,,,,,,,
MITSUBISHI,Shogun SWB,Warrior,5MT,3200,Diesel,,,,,9.5,6.9,7.8,29.7,40.9,36.2,207,"£1,778",,"£1,778",V,73.0,116,,154,177,3.00,,,,,,,,,,
MITSUBISHI,Shogun SWB,Warrior,5AT,3200,Diesel,,,,,10.0,7.2,8.2,28.2,39.2,34.4,216,"£1,871",,"£1,871",V,70.0,218,,150,158,3.00,,,,,,,,,,
MORGAN MOTOR COMPANY,"1600, From January 2011 onwards",4\4,5MT,1595,Petrol,,,,,8.4,5.2,6.4,33.6,54.3,44.1,143,"£1,385",,"£1,385",V,74.0,615,60,25,,,,,,,,,,,,
MORGAN MOTOR COMPANY,"2000, From January 2011 onwards",Plus 4,5MT,1999,Petrol,,,,,9.9,5.3,7.0,28.5,53.3,40.3,162,"£1,516",,"£1,516",V,74.0,482,42,19,,,,,,,,,,,,
MORGAN MOTOR COMPANY,"3000, From April 2012 onwards",Roadster,6MT,3721,Petrol,,,,,15.5,7.3,10.3,18.2,38.7,27.4,240,"£2,230",,"£2,230",V,75.0,544,39,13,,,,,,,,,,,,
MORGAN MOTOR COMPANY,"Aero 8, From January 2012 onwards",Aero Coupé,6AT,4799,Petrol,,,,,16.4,7.9,11.0,17.2,35.8,25.7,256,"£2,377",,"£2,377",V,71.0,274,45,18,,,,,,,,,,,,
MORGAN MOTOR COMPANY,"Aero 8, From January 2012 onwards",Aero Supersport,6AT,4799,Petrol,,,,,16.4,7.9,11.0,17.2,35.6,25.7,256,"£2,377",,"£2,377",V,71.0,274,45,18,,,,,,,,,,,,
MORGAN MOTOR COMPANY,"Aero 8, From January 2012 onwards",Plus 8,6AT,4799,Petrol,,,,,16.4,7.9,11.0,17.2,35.8,25.7,256,"£2,377",,"£2,377",V,71.0,274,45,18,,,,,,,,,,,,
NISSAN,370Z,3.7 V6 Coupé,A7,3696,Petrol,,,,,15.3,7.8,10.5,18.5,36.2,26.9,245,"£2,271",,"£2,271",V,70.5,146,26,22,,,,,,,,,,,,
NISSAN,370Z,3.7 V6 Coupé,M6,3696,Petrol,,,,,15.4,7.8,10.6,18.3,36.2,26.6,248,"£2,297",,"£2,297",V,73.4,210,19,39,,,,,,,,,,,,
NISSAN,370Z,3.7 V6 Roadster,A7,3696,Petrol,,,,,15.8,8.1,10.9,17.9,34.9,25.9,254,"£2,359",,"£2,359",V,70.5,134,22,26,,,,,,,,,,,,
NISSAN,370Z,3.7 V6 Roadster,M6,3696,Petrol,,,,,16.2,8.3,11.2,17.4,34.0,25.2,262,"£2,425",,"£2,425",V,73.4,250,20,33,,,,,,,,,,,,
NISSAN,"GTR , 2012",GT-R,A6x2,3799,Petrol,,,,,17.0,8.8,11.8,16.6,32.1,24.0,275,"£2,546",,"£2,546",V,69.6,251,34,40,,,,,,,,,,,,
NISSAN,"Juke, 2014/15",1.5.dCi 110PS,M6,1461,Diesel,,,,,4.6,3.7,4.0,61.4,76.3,70.6,104,£912,,£912,V,71.0,360,,176,202,0.10,,,,,,,,,,
NISSAN,"Juke, 2014/15",1.6 117PS,CVT,1598,Petrol,,,,,8.3,5.2,6.3,34.0,54.3,44.8,145,"£1,364",,"£1,364",V,70.0,439,52,16,,,,,,,,,,,,
NISSAN,"Juke, 2014/15",1.6 94PS,M5,1598,Petrol,,,,,7.6,5.0,6.0,37.2,56.5,47.1,138,"£1,297",,"£1,297",V,72.0,307,37,10,,,,,,,,,,,,
NISSAN,"Juke, 2014/15",DIG-T 115PS,M6,1197,Petrol,,,,,6.9,4.9,5.6,40.9,57.6,50.4,129,"£1,212",,"£1,212",V,72.0,658,44,25,,,,,,,,,,,,
NISSAN,"Juke, 2014/15",Nismo,CVT,1618,Petrol,,,,,9.8,6.0,7.4,28.5,47.1,38.2,169,"£1,599",,"£1,599",V,73.0,188,25,3,,,,,,,,,,,,
NISSAN,"Juke, 2014/15",Nismo,M6,1681,Petrol,,,,,9.6,5.7,7.2,29.4,49.6,39.2,165,"£1,559",,"£1,559",V,74.0,248,24,4,,,,,,,,,,,,
NISSAN,"Juke, 2014/15",Nismo 1.6 DIG-T 190PS,CVT,1618,Petrol,,,,,9.8,6.0,7.4,28.8,47.1,38.2,169,"£1,599",,"£1,599",V,73.0,188,25,3,,,,,,,,,,,,
NISSAN,"Micra, 2013",1.2 80PS,M5,1198,Petrol,,,,,6.1,4.3,5.0,46.3,65.7,56.5,115,"£1,081",,"£1,081",V,68.2,108,14,22,,,,,,,,,,,,
NISSAN,"Micra, 2013",1.2 80PS,CVT,1198,Petrol,,,,,6.7,4.6,5.4,42.2,61.4,52.3,125,"£1,168",,"£1,168",V,65.8,112,18,8,,,,,,,,,,,,
NISSAN,"Micra, 2013",1.2 CVT DIG-S 98PS,CVT,1198,Petrol,,,,,6.1,4.4,5.0,46.3,64.2,56.5,115,"£1,081",,"£1,081",V,69.1,381,40,8,,,,,,,,,,,,
NISSAN,"Micra, 2013",1.2 DIG-S 98PS,M5,1198,Petrol,,,,,5.3,3.7,4.3,53.3,76.3,65.7,99,£930,,£930,V,70.2,251,40,9,,,,,,,,,,,,
NISSAN,"Note, 2014",1.2 Petrol,M5,1198,Petrol,,,,,5.9,4.0,4.7,47.9,70.6,61.1,109,"£1,000",,"£1,000",V,69.0,125,14,12,,,,,,,,,,,,
NISSAN,"Note, 2014",1.2 Super charge,M5,1198,Petrol,,,,,5.2,3.8,4.3,54.3,74.3,65.7,99,£930,,£930,V,70.0,259,33,7,,,,,,,,,,,,
NISSAN,"Note, 2014",1.2 Super charge CVT,CVT,1198,Petrol,,,,,6.2,4.5,5.1,45.6,62.8,55.4,119,"£1,103",,"£1,103",V,71.0,366,39,10,,,,,,,,,,,,
NISSAN,"Note, 2014",1.5 dCi,M5,1461,Diesel,,,,,4.2,3.2,3.5,67.3,88.3,80.7,90,£798,,£798,V,70.0,427,,114,151,0.20,,,,,,,,,,
NISSAN,"Pathfinder, 2012",2.5 dCi 190PS,A6x2,2488,Diesel,,,,,11.7,7.5,9.0,24.1,37.7,31.4,238,"£2,050",,"£2,050",V,73.0,204,,200,224,0.20,,,,,,,,,,
NISSAN,"Pathfinder, 2012",2.5 dCi 190PS,M6x2,2488,Diesel,,,,,11.0,7.1,8.5,25.7,39.8,33.2,224,"£1,939",,"£1,939",V,72.0,368,,221,245,0.20,,,,,,,,,,
NISSAN,"Pulsar, 2014",1.2 CVT,CVT,1197,Petrol,,,,,6.4,4.4,5.1,44.1,64.2,55.4,119,"£1,103",,"£1,103",V,67.0,395,53,7,,,,,,,,,,,,
NISSAN,"Pulsar, 2014",1.2 manual,M6,1197,Petrol,,,,,6.3,4.3,5.0,44.8,65.7,56.5,117,"£1,081",,"£1,081",V,68.0,498,73,31,,,,,,,,,,,,
NISSAN,"Pulsar, 2014",1.5 dCi K9K,M6,1461,Diesel,,,,,4.1,3.3,3.6,68.9,85.6,78.5,94,£820,,£820,V,69.0,315,,160,193,0.00,,,,,,,,,,
NISSAN,"Qashqai, 2014",1.2 2WD,M6,1197,Petrol,,,,,6.9,4.9,5.6,40.9,57.6,50.4,129,"£1,212",,"£1,212",V,69.0,277,36,31,,,,,,,,,,,,
NISSAN,"Qashqai, 2014",1.2 CVT,CVT,1197,Petrol,,,,,6.6,5.1,5.6,42.2,55.4,50.4,129,"£1,212",,"£1,212",V,69.0,124,43,39,,,,,,,,,,,,
NISSAN,"Qashqai, 2014",1.5 dCi,M6,1461,Diesel,,,,,4.2,3.6,3.8,67.3,78.5,74.3,99,£866,,£866,V,69.0,396,,163,190,0.10,,,,,,,,,,
NISSAN,"Qashqai, 2014",1.6 dCi 2WD CVT,CVT,1598,Diesel,,,,,5.3,4.2,4.6,53.3,67.3,61.4,119,"£1,048",,"£1,048",V,68.0,297,,108,122,0.50,,,,,,,,,,
NISSAN,"Qashqai, 2014",1.6 dCi 2WD manual,M6,1598,Diesel,,,,,5.2,3.9,4.4,54.3,72.4,64.2,115,"£1,003",,"£1,003",V,70.0,366,,169,202,0.20,,,,,,,,,,
