Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates,Euro Standard,,,,,,
MERCEDES-BENZ,M-Class (W164) Estate,ML 320 CDI 4MATIC no DPF 255/285 Tyres on 18''/19'' Wheels at rear,A7,2987,Diesel,12.1,7.9,9.4,23.3,35.8,30.1,246,1812,74.0,0.020,,0.314,0.328,0.029,IV,,,,,,
MERCEDES-BENZ,M-Class (W164) Estate,ML 320 CDI 4MATIC no DPF 265 Tyres on 20''/21'' Wheels at rear,A7,2987,Diesel,12.2,8.1,9.6,23.2,34.9,29.4,254,1856,74.0,0.020,,0.314,0.328,0.029,IV,,,,,,
MERCEDES-BENZ,M-Class (W164) Estate,ML 280 CDI 4MATIC no DPF 265 Tyres on 20''/21'' Wheels at rear,A7,2987,Diesel,12.2,8.1,9.6,23.2,34.9,29.4,254,1856,74.0,0.020,,0.314,0.328,0.029,IV,,,,,,
MERCEDES-BENZ,M-Class (W164) Estate,ML 420 CDI 4MATIC with DPF 255/285 Tyres 19'' Wheels at rear,A7,3996,Diesel,14.2,8.5,10.6,19.9,33.2,26.6,279,2051,72.0,0.100,,0.286,0.320,0.004,IV,,,,,,
MERCEDES-BENZ,M-Class (W164) Estate,ML 420 CDI 4MATIC with DPF 265 Tyres 20''/21'' Wheels at rear,A7,3996,Diesel,14.6,9.1,11.0,19.3,31.0,25.7,292,2123,72.0,0.100,,0.286,0.320,0.004,IV,,,,,,
MERCEDES-BENZ,M-Class (W164) Estate,ML 500 4MATIC 255/265/285 Tyres at rear,A7,5461,Petrol,17.6,10.0,12.8,16.1,28.2,22.1,304,2172,76.0,0.359,0.020,0.017,,,IV,,,,,,
MERCEDES-BENZ,M-Class (W164) Estate,ML 63 AMG 295 Tyres at rear,A7,6208,Petrol,24.1,12.2,16.5,11.7,23.2,17.1,392,2807,74.0,0.463,0.022,0.031,,,IV,,,,,,
MERCEDES-BENZ,R-Class (251),"R280 CDI SWB with DPF 255 Tyres on 18"" Wheels at rear",A7,2987,Diesel,11.0,7.0,8.5,25.7,40.4,33.2,224,1643,70.0,0.003,,0.317,0.327,0.003,IV,,,,,,
MERCEDES-BENZ,R-Class (251),"R280 CDI SWB no DPF 255 Tyres on 18"" Wheels at rear",A7,2987,Diesel,11.5,7.4,8.9,24.6,38.2,31.7,235,1721,70.0,0.015,,0.287,0.305,0.031,IV,,,,,,
MERCEDES-BENZ,R-Class (251),R280 CDI no DPF 255/265/285 Tyres on 19''/21'' Wheels at rear,A7,2987,Diesel,11.7,7.6,9.1,24.1,37.2,31.0,240,1760,70.0,0.015,,0.287,0.305,0.031,IV,,,,,,
MERCEDES-BENZ,R-Class (251),R320 CDI SWB no DPF 255 Tyres on 18'' Wheels at rear,A7,2987,Diesel,12.2,7.6,9.3,23.2,37.2,30.4,246,1794,74.0,0.015,,0.287,0.305,0.031,IV,,,,,,
MERCEDES-BENZ,R-Class (251),"R320 CDI LWB no DPF 255 Tyres on 18"" Wheels at rear",A7,2987,Diesel,12.2,7.6,9.3,23.2,37.2,30.4,246,1794,74.0,0.015,,0.287,0.305,0.031,IV,,,,,,
MERCEDES-BENZ,R-Class (251),"R320 CDI SWB no DPF 255/265/285 Tyres on 19"" Wheels at rear",A7,2987,Diesel,12.5,7.8,9.5,22.6,36.2,29.7,253,1837,74.0,0.015,,0.287,0.305,0.031,IV,,,,,,
MERCEDES-BENZ,R-Class (251),"R320 CDI LWB no DPF 255/265/285 Tyres on 19"" Wheels at rear",A7,2987,Diesel,12.5,7.8,9.5,22.6,36.2,29.7,253,1837,74.0,0.015,,0.287,0.305,0.031,IV,,,,,,
MERCEDES-BENZ,R-Class (251),"R350 SWB 255 Tyres on 18"" Wheels at rear",A7,3498,Petrol,15.4,8.6,11.1,18.3,32.8,25.4,265,1890,73.0,0.260,0.023,0.011,,,IV,,,,,,
MERCEDES-BENZ,R-Class (251),"R350 LWB 255 Tyres on 18"" Wheels at rear",A7,3498,Petrol,15.4,8.6,11.1,18.3,32.8,25.4,265,1890,73.0,0.260,0.023,0.011,,,IV,,,,,,
MERCEDES-BENZ,R-Class (251),"R350 SWB 255/265/285 Tyres on 19"" Wheels at rear",A7,3498,Petrol,15.6,8.8,11.3,18.1,32.1,25.0,270,1920,73.0,0.260,0.023,0.011,,,IV,,,,,,
MERCEDES-BENZ,R-Class (251),R350 LWB 255/265/285 Tyres on 19''/21'' Wheels at rear,A7,3498,Petrol,15.6,8.8,11.3,18.1,32.1,25.0,270,1920,73.0,0.260,0.023,0.011,,,IV,,,,,,
MERCEDES-BENZ,R-Class (251),"R500 SWB 255/285 Tyres on 19"" Wheels at rear",A7,5461,Petrol,18.2,9.8,12.9,15.5,28.8,21.9,306,2192,73.0,0.359,0.020,0.017,,,IV,,,,,,
MERCEDES-BENZ,R-Class (251),"R500 LWB 255/285 Tyres on 19"" Wheels at rear",A7,5461,Petrol,18.2,9.8,12.9,15.5,28.8,21.9,306,2192,73.0,0.359,0.020,0.017,,,IV,,,,,,
MERCEDES-BENZ,R-Class (251),"R500 LWB 265 Tyres on 21"" Wheels at rear",A7,5461,Petrol,18.4,10.0,13.1,15.4,28.2,21.6,311,2222,73.0,0.359,0.020,0.017,,,IV,,,,,,
MERCEDES-BENZ,R-Class (251),R63 AMG 265 Tyres at rear,A7,6208,Petrol,24.1,11.8,16.3,11.7,23.9,17.3,387,2775,74.0,0.463,0.022,0.031,,,IV,,,,,,
MERCEDES-BENZ,S-Class (V221) Limousine,S320 L CDI 235 Tyres at rear,A7,2987,Diesel,10.5,6.0,7.7,26.9,47.1,36.7,202,1487,71.0,0.033,,0.198,0.217,0.003,IV,,,,,,
MERCEDES-BENZ,S-Class (V221) Limousine,S320 L CDI 255/275 Tyres at rear,A7,2987,Diesel,10.7,6.0,7.7,26.4,47.1,36.7,204,1487,71.0,0.033,,0.198,0.217,0.003,IV,,,,,,
MERCEDES-BENZ,S-Class (V221) Limousine,S280 235 Tyres at rear,A7,2996,Petrol,14.1,7.6,9.9,20.0,37.2,28.5,237,1684,71.0,0.146,0.039,0.014,,,IV,,,,,,
MERCEDES-BENZ,S-Class (V221) Limousine,S280 255/275 Tyres at rear,A7,2996,Petrol,14.3,7.8,10.1,19.8,36.2,28.0,242,1714,71.0,0.146,0.039,0.014,,,IV,,,,,,
MERCEDES-BENZ,S-Class (V221) Limousine,S350 L 235 Tyres at rear,A7,3498,Petrol,14.5,7.7,10.1,19.5,36.7,28.0,242,1714,72.0,0.021,0.026,0.011,,,IV,,,,,,
MERCEDES-BENZ,S-Class (V221) Limousine,S350 L 255/275 Tyres at rear,A7,3498,Petrol,14.7,7.9,10.3,19.2,35.8,27.4,247,1752,72.0,0.021,0.026,0.011,,,IV,,,,,,
MERCEDES-BENZ,S-Class (V221) Limousine,S500 L 235 Tyres at rear,A7,5462,Petrol,17.5,8.6,11.8,16.1,32.8,23.9,281,2009,74.0,0.376,0.042,0.031,,,IV,,,,,,
MERCEDES-BENZ,S-Class (V221) Limousine,S500 L 255/275 Tyres at rear,A7,5462,Petrol,17.7,8.8,12.0,16.0,32.1,23.5,286,2043,74.0,0.376,0.042,0.031,,,IV,,,,,,
MERCEDES-BENZ,S-Class (V221) Limousine,S600 L 275 Tyres at rear,A5,5514,Petrol,21.7,10.0,14.3,13.0,28.2,19.8,340,2425,70.0,0.451,0.072,0.029,,,IV,,,,,,
MERCEDES-BENZ,S-Class (V221) Limousine,S65 AMG L 275 Tyres at rear,A7,6208,Petrol,23.1,10.0,14.8,12.2,28.2,19.1,355,2513,73.0,0.635,0.078,0.024,,,IV,,,,,,
MERCEDES-BENZ,S-Class (V221) Limousine,S63 AMG LWB 275 Tyres at rear,A7,6209,Petrol,23.2,10.2,14.9,12.2,27.7,19.0,355,2527,74.0,0.310,0.022,0.024,,,IV,,,,,,
MERCEDES-BENZ,S-Class (W221) Saloon,S320 CDI with DPF 235 Tyres at rear,A7,2987,Diesel,10.4,5.9,7.6,27.2,47.9,37.2,199,1466,71.0,0.033,,0.198,0.217,0.003,IV,,,,,,
MERCEDES-BENZ,S-Class (W221) Saloon,S320 CDI with DPF 255/275 Tyres at rear,A7,2987,Diesel,10.6,5.9,7.6,26.6,47.9,37.2,201,1466,71.0,0.033,,0.198,0.217,0.003,IV,,,,,,
MERCEDES-BENZ,S-Class (W221) Saloon,S280 235 Tyres at rear,A7,2996,Petrol,14.1,7.6,9.9,20.0,37.2,28.5,237,1684,71.0,0.146,0.039,0.014,,,IV,,,,,,
MERCEDES-BENZ,S-Class (W221) Saloon,S280 255/275 Tyres at rear,A7,2996,Petrol,14.3,7.8,10.1,19.8,36.2,28.0,242,1714,71.0,0.146,0.039,0.014,,,IV,,,,,,
MERCEDES-BENZ,S-Class (W221) Saloon,S350 235 Tyres at rear,A7,3498,Petrol,14.5,7.7,10.1,19.5,36.7,28.0,242,1714,72.0,0.210,0.026,0.011,,,IV,,,,,,
MERCEDES-BENZ,S-Class (W221) Saloon,S350 255/275 Tyres at rear,A7,3498,Petrol,14.7,7.9,10.3,19.2,35.8,27.4,247,1752,72.0,0.210,0.026,0.011,,,IV,,,,,,
MERCEDES-BENZ,S-Class (W221) Saloon,S500 235 Tyres at rear,A7,5462,Petrol,17.4,8.5,11.7,16.2,33.2,24.1,279,1992,74.0,0.376,0.042,0.031,,,IV,,,,,,
MERCEDES-BENZ,S-Class (W221) Saloon,S500 255/275 Tyres at rear,A7,5462,Petrol,17.6,8.7,11.9,16.1,32.5,23.7,283,2026,74.0,0.376,0.042,0.031,,,IV,,,,,,
MERCEDES-BENZ,S-Class (W221) Saloon,S63 AMG SWB 275 Tyres at rear,A7,6209,Petrol,23.2,10.2,14.9,12.2,27.7,19.0,355,2527,74.0,0.310,0.022,0.024,,,IV,,,,,,
MERCEDES-BENZ,SL-Class (R230),SL350 255/285 Tyres at rear,A7,3498,Petrol,14.3,7.4,9.9,19.8,38.2,28.5,236,1684,73.0,0.227,0.028,0.014,,,IV,,,,,,
MERCEDES-BENZ,SL-Class (R230),SL350 Sports Edition,A7,3498,Petrol,14.8,7.7,10.3,19.1,36.7,27.4,246,1752,73.0,0.210,0.026,0.011,,,IV,,,,,,
MERCEDES-BENZ,SL-Class (R230),SL500 255/285 Tyres at rear,A7,5461,Petrol,18.1,8.3,11.9,15.6,34.0,23.7,284,2026,71.0,0.376,0.042,0.031,,,IV,,,,,,
MERCEDES-BENZ,SL-Class (R230),SL500 Sports Edition,A7,5461,Petrol,18.2,8.8,12.2,15.5,32.1,23.2,291,2069,71.0,0.376,0.042,0.031,,,IV,,,,,,
MERCEDES-BENZ,SL-Class (R230),SL55 AMG 285 Tyres at rear,A5,5439,Petrol,20.3,9.6,13.5,13.9,29.4,20.9,324,2297,74.0,0.348,0.034,0.039,,,IV,,,,,,
MERCEDES-BENZ,SL-Class (R230),SL600 285 Tyres at rear,A5,5513,Petrol,22.0,9.9,14.4,12.8,28.5,19.6,340,2449,71.0,0.451,0.072,0.029,,,IV,,,,,,
MERCEDES-BENZ,SL-Class (R230),SL65 AMG 285 Tyres at rear,A5,5980,Petrol,23.4,10.4,15.1,12.1,27.2,18.7,362,2567,74.0,0.498,0.066,0.015,,,IV,,,,,,
MERCEDES-BENZ,SL-Class (R230) MY09,SL300,A7,2996,Petrol,13.5,7.0,9.4,20.9,40.4,30.1,224,1595,73.0,0.221,0.026,0.013,,,IV,,,,,,
MERCEDES-BENZ,SL-Class (R230) MY09,SL350,A7,3498,Petrol,14.3,7.4,9.9,19.8,38.2,28.5,236,1684,74.0,0.227,0.028,0.014,,,IV,,,,,,
MERCEDES-BENZ,SL-Class (R230) MY09,SL500,A7,5461,Petrol,18.1,8.3,11.9,15.6,34.0,23.7,284,2026,71.0,0.376,0.042,0.031,,,IV,,,,,,
MERCEDES-BENZ,SL-Class (R230) MY09,SL600,A5,5513,Petrol,21.3,9.5,13.9,13.3,29.7,20.3,330,2365,72.0,0.451,0.072,0.029,,,IV,,,,,,
MERCEDES-BENZ,SL-Class (R230) MY09,SL63 AMG,A7,6208,Petrol,21.4,9.5,13.9,13.2,29.7,20.3,330,2365,74.0,0.169,0.013,0.014,,,IV,,,,,,
MERCEDES-BENZ,SL-Class (R230) MY09,SL65 AMG,A5,5980,Petrol,23.4,10.4,15.1,12.1,27.2,18.7,362,2567,74.0,0.498,0.066,0.015,,,IV,,,,,,
MERCEDES-BENZ,SLK-Class (R171) MY09,SLK 200 Kompressor 205 Tyres at rear,M6,1796,Petrol,11.0,5.7,7.7,25.7,49.6,36.7,182,1308,74.0,0.255,0.023,0.018,,,IV,,,,,,
MERCEDES-BENZ,SLK-Class (R171) MY09,SLK 200 Kompressor 225 Tyres at rear,M6,1796,Petrol,11.1,5.8,7.8,25.4,48.7,36.2,184,1326,74.0,0.255,0.023,0.018,,,IV,,,,,,
MERCEDES-BENZ,SLK-Class (R171) MY09,SLK 200 Kompressor 245 Tyres at rear,M6,1796,Petrol,11.2,6.0,7.9,25.2,47.1,35.8,188,1341,74.0,0.255,0.023,0.018,,,IV,,,,,,
MERCEDES-BENZ,SLK-Class (R171) MY09,SLK 200 Kompressor 205 Tyres at rear,A7,1796,Petrol,11.5,5.9,8.0,24.6,47.9,35.3,190,1360,72.0,0.223,0.022,0.015,,,IV,,,,,,
MERCEDES-BENZ,SLK-Class (R171) MY09,SLK 200 Kompressor 225 Tyres at rear,A7,1796,Petrol,11.6,6.0,8.1,24.4,47.1,34.9,192,1376,72.0,0.223,0.022,0.015,,,IV,,,,,,
MERCEDES-BENZ,SLK-Class (R171) MY09,SLK 200 Kompressor 245 Tyres at rear,A7,1796,Petrol,11.8,6.2,8.2,23.9,45.6,34.4,196,1396,72.0,0.223,0.022,0.015,,,IV,,,,,,
MERCEDES-BENZ,SLK-Class (R171) MY09,SLK 280 225 Tyres at rear,A7,2997,Petrol,13.0,6.8,9.1,21.7,41.5,31.0,216,1549,74.0,0.312,0.032,0.008,,,IV,,,,,,
MERCEDES-BENZ,SLK-Class (R171) MY09,SLK 350 245 Tyres at rear,A7,3498,Petrol,13.1,7.0,9.2,21.6,40.4,30.7,219,1564,74.0,0.235,0.026,0.011,,,IV,,,,,,
MERCEDES-BENZ,SLK-Class (R171) MY09,SLK 280 225 Tyres at rear,M6,2997,Petrol,13.6,6.7,9.3,20.8,42.2,30.4,220,1579,75.0,0.372,0.024,0.012,,,IV,,,,,,
MERCEDES-BENZ,SLK-Class (R171) MY09,SLK 280 245 Tyres at rear,A7,2997,Petrol,13.2,7.0,9.3,21.4,40.4,30.4,221,1579,74.0,0.312,0.032,0.008,,,IV,,,,,,
MERCEDES-BENZ,SLK-Class (R171) MY09,SLK 280 245 Tyres at rear,M6,2997,Petrol,13.8,6.9,9.5,20.5,40.9,29.7,225,1614,75.0,0.372,0.024,0.012,,,IV,,,,,,
MERCEDES-BENZ,SLK-Class (R171) MY09,SLK 350 245 Tyres at rear,M6,3498,Petrol,14.2,6.9,9.5,19.9,40.9,29.7,227,1616,74.0,0.159,0.015,0.011,,,IV,,,,,,
MERCEDES-BENZ,SLK-Class (R171) MY09,SLK 55 AMG,A7,5439,Petrol,17.7,8.8,12.0,16.0,32.1,23.5,288,2043,74.0,0.392,0.036,0.010,,,IV,,,,,,
MERCEDES-BENZ,Viano (639),Viano 2.0 CDI no DPF,M6,2148,Diesel,10.5,6.7,8.1,26.9,42.2,34.9,215,1563,75.0,0.017,,0.364,0.376,0.027,IV,,,,,,
MERCEDES-BENZ,Viano (639),Viano 2.2 CDI no DPF,M6,2148,Diesel,10.5,6.7,8.1,26.9,42.2,34.9,215,1563,75.0,0.017,,0.364,0.376,0.027,IV,,,,,,
MERCEDES-BENZ,Viano (639),Viano 2.0 CDI no DPF,A5,2148,Diesel,11.4,7.0,8.6,24.8,40.4,32.8,229,1663,75.0,0.008,,0.350,0.359,0.038,IV,,,,,,
MERCEDES-BENZ,Viano (639),Viano 2.2 CDI no DPF,A5,2148,Diesel,11.4,7.0,8.6,24.8,40.4,32.8,229,1663,75.0,0.008,,0.350,0.359,0.038,IV,,,,,,
MERCEDES-BENZ,Viano (639),Viano 3.0 CDI no DPF,A5,2987,Diesel,11.9,7.5,9.2,23.7,37.7,30.7,244,1777,71.0,0.122,,0.322,0.340,0.004,IV,,,,,,
MERCEDES-BENZ,Viano (639),Viano 3.5,A5,3724,Petrol,16.3,9.4,11.9,17.3,30.1,23.7,284,2026,72.0,0.167,0.029,0.021,,,IV,,,,,,
MINI,MINI Clubman R55,MINI Cooper D Clubman - with particle filter,M6,1560,Diesel,4.9,3.6,4.1,57.6,78.5,68.9,109,792,72.0,0.051,,0.168,0.182,0.001,IV,,,,,,
MINI,MINI Clubman R55,MINI Cooper D Clubman - with particle filter,A6,1560,Diesel,6.6,4.2,5.1,42.8,67.3,55.4,136,985,72.0,0.050,,0.143,0.156,0.000,IV,,,,,,
MINI,MINI Clubman R55,MINI One Clubman - from March 2009,M6,1397,Petrol,6.9,4.5,5.4,40.9,62.8,52.3,130,918,73.0,0.278,0.053,0.014,,,IV,,,,,,
MINI,MINI Clubman R55,MINI Cooper Clubman,M6,1598,Petrol,7.1,4.5,5.5,39.8,62.8,51.4,132,934,73.0,0.424,0.044,0.012,,,IV,,,,,,
MINI,MINI Clubman R55,MINI Cooper S Clubman,M6,1598,Petrol,8.0,5.3,6.3,35.3,53.3,44.8,150,1072,74.0,0.294,0.037,0.005,,,IV,,,,,,
MINI,MINI Clubman R55,MINI One Clubman - from March 2009,A6,1397,Petrol,9.1,5.1,6.6,31.0,55.4,42.8,158,1122,71.0,0.223,0.073,0.014,,,IV,,,,,,
MINI,MINI Clubman R55,MINI Cooper Clubman,A6,1598,Petrol,9.2,5.1,6.6,30.7,55.4,42.8,159,1122,73.0,0.236,0.050,0.026,,,IV,,,,,,
MINI,MINI Clubman R55,MINI Cooper S Clubman,A6,1598,Petrol,9.8,5.4,7.0,28.8,52.3,40.4,168,1188,74.0,0.401,0.035,0.006,,,IV,,,,,,
MINI,MINI Convertible R57,MINI Cooper Convertible - from March 2009,M6,1598,Petrol,7.4,4.7,5.7,38.2,60.1,49.6,137,968,74.0,0.424,0.044,0.012,,,IV,,,,,,
MINI,MINI Convertible R57,MINI Cooper S Convertible - from March 2009,M6,1598,Petrol,8.1,5.4,6.4,34.9,52.3,44.1,153,1089,74.0,0.294,0.037,0.005,,,IV,,,,,,
MINI,MINI Convertible R57,MINI Cooper Convertible - from March 2009,A6,1598,Petrol,9.3,5.2,6.7,30.4,54.3,42.2,161,1138,73.0,0.236,0.050,0.026,,,IV,,,,,,
MINI,MINI Convertible R57,MINI John Cooper Works Convertible - from March 2009,M6,1598,Petrol,9.3,5.8,7.1,30.4,48.7,39.8,169,1206,75.0,0.577,0.038,0.003,,,IV,,,,,,
MINI,MINI Convertible R57,MINI Cooper S Convertible - from March 2009,A6,1598,Petrol,9.9,5.4,7.1,28.5,52.3,39.8,170,1206,73.0,0.401,0.035,0.006,,,IV,,,,,,
MINI,MINI Hatchback R56,MINI Cooper D Hatchback - with particle filter,M6,1560,Diesel,4.7,3.5,3.9,60.1,80.7,72.4,104,753,72.0,0.051,,0.168,0.182,0.001,IV,,,,,,
MINI,MINI Hatchback R56,MINI Cooper D Hatchback - with particle filter,A6,1560,Diesel,6.5,4.2,5.0,43.5,67.3,56.5,134,966,72.0,0.050,,0.143,0.156,0.000,IV,,,,,,
MINI,MINI Hatchback R56,MINI One Hatchback,M6,1397,Petrol,6.8,4.4,5.3,41.5,64.2,53.3,128,901,73.0,0.278,0.053,0.014,,,IV,,,,,,
MINI,MINI Hatchback R56,MINI Cooper Hatchback,M6,1598,Petrol,6.9,4.5,5.4,40.9,62.8,52.3,129,918,74.0,0.424,0.044,0.012,,,IV,,,,,,
MINI,MINI Hatchback R56,MINI Cooper S Hatchback,M6,1598,Petrol,7.9,5.2,6.2,35.8,54.3,45.6,149,1053,74.0,0.294,0.037,0.005,,,IV,,,,,,
MINI,MINI Hatchback R56,MINI One Hatchback,A6,1397,Petrol,9.0,5.0,6.5,31.4,56.5,43.5,155,1104,71.0,0.223,0.073,0.014,,,IV,,,,,,
MINI,MINI Hatchback R56,MINI Cooper Hatchback,A6,1598,Petrol,9.1,5.0,6.5,31.0,56.5,43.5,156,1104,73.0,0.236,0.050,0.026,,,IV,,,,,,
MINI,MINI Hatchback R56,MINI Cooper S Hatchback,A6,1598,Petrol,9.7,5.3,6.9,29.1,53.3,40.9,165,1174,73.0,0.401,0.035,0.006,,,IV,,,,,,
MINI,MINI Hatchback R56,MINI John Cooper Works Hatchback,M6,1598,Petrol,9.2,5.6,6.9,30.7,50.4,40.9,165,1174,75.0,0.577,0.038,0.003,,,IV,,,,,,
MITSUBISHI,Colt,1.5 AMT,SAT6,1493,Diesel,5.8,4.0,4.6,48.7,70.6,61.4,121,888,74.0,0.090,,0.204,0.216,0.015,IV,,,,,,
MITSUBISHI,Colt,1.5 Manual,5MT,1493,Diesel,6.3,4.1,4.8,44.8,69.9,58.8,126,928,74.0,0.120,,0.196,0.210,0.016,IV,,,,,,
MITSUBISHI,Colt,1.1 Manual,5MT,1124,Petrol,7.3,4.8,5.7,38.7,58.9,49.6,135,968,73.0,0.352,0.072,0.032,,,IV,,,,,,
MITSUBISHI,Colt,1.3 AMT,SAT6,1332,Petrol,7.5,5.0,5.8,37.7,56.5,48.7,138,986,74.0,0.236,0.081,0.022,,,IV,,,,,,
MITSUBISHI,Colt,1.3 Manual,5MT,1332,Petrol,7.7,5.0,6.0,36.7,56.5,47.1,143,1019,74.0,0.325,0.073,0.022,,,IV,,,,,,
MITSUBISHI,Colt,1.5 Manual,5MT,1499,Petrol,8.0,5.1,6.2,35.3,55.4,45.6,148,1053,74.0,0.464,0.066,0.028,,,IV,,,,,,
MITSUBISHI,Colt,1.5 AMT,SAT6,1499,Petrol,8.2,5.2,6.3,34.4,54.3,44.8,149,1072,69.0,0.400,0.064,0.013,,,IV,,,,,,
MITSUBISHI,Colt CZT,1.5,5MT,1468,Petrol,8.6,5.7,6.8,32.8,49.5,41.5,161,1157,72.0,0.631,0.067,0.023,,,IV,,,,,,
MITSUBISHI,Colt Ralliart,1.5 Manual,5MT,1468,Petrol,8.6,5.7,6.9,32.8,49.6,40.9,161,1174,72.0,0.631,0.067,0.023,,,IV,,,,,,
MITSUBISHI,Grandis,2.0,6MT,1968,Diesel,8.4,5.6,6.6,33.6,50.4,42.8,176,1275,74.0,0.098,,0.184,0.226,0.020,IV,,,,,,
MITSUBISHI,Grandis,2.4 Mivec,5MT,2378,Petrol,12.8,7.4,9.4,22.1,38.2,30.1,223,1595,73.0,0.529,0.047,0.016,,,IV,,,,,,
MITSUBISHI,Grandis,2.4 Mivec,A4,2378,Petrol,13.3,8.1,10.0,21.2,34.9,28.2,237,1702,72.0,0.389,0.049,0.012,,,IV,,,,,,
MITSUBISHI,i,0.7 mivec turbo i automatic,A4,658,Petrol,5.4,5.0,5.2,52.3,56.0,54.6,114,879,73.8,0.591,0.069,0.077,,,IV,,,,,,
MITSUBISHI,Lancer Estate,1.6,5MT,1584,Petrol,8.9,5.8,7.0,31.7,48.7,40.4,166,1188,72.0,0.310,0.028,0.012,,,IV,,,,,,
MITSUBISHI,Lancer Estate,1.6,A5,1584,Petrol,10.7,6.8,8.2,26.4,41.5,34.4,195,1396,72.0,0.210,0.032,0.010,,,IV,,,,,,
MITSUBISHI,Lancer Estate,2.0,5MT,1997,Petrol,11.8,6.9,8.7,24.0,40.9,32.5,207,1477,74.0,0.674,0.063,0.032,,,IV,,,,,,
MITSUBISHI,Lancer Saloon,1.6,5MT,1584,Petrol,9.0,5.6,6.8,31.3,50.4,41.5,163,1157,72.0,0.310,0.028,0.012,,,IV,,,,,,
MITSUBISHI,Lancer Saloon,1.6,A4,1584,Petrol,10.6,6.6,8.0,26.6,42.8,35.3,191,1360,72.0,0.210,0.032,0.010,,,IV,,,,,,
MITSUBISHI,Lancer Saloon 2008MY on,GS3,6MT,1968,Diesel,8.3,5.1,6.3,34.0,55.4,44.8,165,1218,73.0,0.048,,0.194,0.218,0.020,IV,,,,,,
MITSUBISHI,Lancer Saloon 2008MY on,GS4,6MT,1968,Diesel,8.3,5.1,6.3,34.0,55.4,44.8,165,1218,73.0,0.048,,0.194,0.218,0.020,IV,,,,,,
MITSUBISHI,Lancer Saloon 2008MY on,GS3,5MT,1798,Petrol,10.4,6.1,7.7,27.2,46.3,36.7,183,1308,72.0,0.413,0.051,0.025,,,IV,,,,,,
MITSUBISHI,Lancer Saloon 2008MY on,GS4,5MT,1798,Petrol,10.4,6.1,7.7,27.2,46.3,36.7,183,1308,72.0,0.413,0.051,0.025,,,IV,,,,,,
MITSUBISHI,Lancer Saloon 2008MY on,GS3,CVT,1798,Petrol,10.9,6.2,7.9,25.9,45.6,35.8,188,1341,71.0,0.301,0.066,0.037,,,IV,,,,,,
MITSUBISHI,Lancer Saloon 2008MY on,GS4,CVT,1798,Petrol,10.9,6.2,7.9,25.9,45.6,35.8,188,1341,71.0,0.301,0.066,0.037,,,IV,,,,,,
MITSUBISHI,Outlander,Equippe,6MT,1968,Diesel,8.4,5.5,6.6,33.6,51.4,42.8,174,1275,76.0,0.127,,0.227,0.265,0.023,IV,,,,,,
MITSUBISHI,Outlander,Warrior,6MT,1968,Diesel,8.8,5.9,6.9,32.1,47.9,40.9,183,1334,76.0,0.150,,0.172,0.214,0.015,IV,,,,,,
MITSUBISHI,Outlander,Elegance,6MT,1968,Diesel,8.8,5.9,6.9,32.1,47.9,40.9,183,1334,76.0,0.150,,0.172,0.214,0.015,IV,,,,,,
MITSUBISHI,Outlander,Diamond,6MT,2179,Diesel,9.6,6.0,7.3,29.2,47.1,38.7,194,1410,76.0,0.186,,0.196,0.226,0.001,IV,,,,,,
MITSUBISHI,Outlander,Elegance,CVT,2360,Petrol,12.6,7.5,9.3,22.4,37.7,30.4,222,1579,71.0,0.464,0.060,0.016,,,IV,,,,,,
MITSUBISHI,Outlander,2.4,A4,2378,Petrol,13.8,8.0,10.1,20.5,35.3,28.0,240,1714,73.0,0.272,0.038,0.026,,,IV,,,,,,
MITSUBISHI,Shogun 2007MY on,Elegance SWB,5MT,3200,Diesel,11.4,7.9,9.2,24.8,35.8,30.7,244,1777,74.0,0.024,,0.276,0.290,0.044,IV,,,,,,
MITSUBISHI,Shogun 2007MY on,Equippe SWB,5MT,3200,Diesel,11.4,7.9,9.2,24.8,35.8,30.7,244,1777,73.0,0.024,,0.276,0.290,0.044,IV,,,,,,
MITSUBISHI,Shogun 2007MY on,Elegance LWB,5MT,3200,Diesel,11.5,8.0,9.3,24.6,35.3,30.4,246,1794,74.0,0.029,,0.276,0.290,0.037,IV,,,,,,
MITSUBISHI,Shogun 2007MY on,Equippe LWB,5MT,3200,Diesel,11.5,8.0,9.3,24.6,35.3,30.4,246,1794,74.0,0.024,,0.276,0.290,0.044,IV,,,,,,
MITSUBISHI,Shogun 2007MY on,Elegance SWB,5AT,3200,Diesel,13.1,9.0,10.5,21.6,31.4,26.9,278,2028,68.0,0.129,,0.256,0.306,0.001,IV,,,,,,
MITSUBISHI,Shogun 2007MY on,Equippe SWB,5AT,3200,Diesel,13.1,9.0,10.5,21.6,31.4,26.9,278,2028,68.0,0.129,,0.256,0.306,0.001,IV,,,,,,
MITSUBISHI,Shogun 2007MY on,Diamond SWB,5AT,3200,Diesel,13.1,9.0,10.5,21.6,31.4,26.9,278,2028,68.0,0.129,,0.256,0.286,0.001,IV,,,,,,
