Manufacturers,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (cold),Metric Extra-urban,Metric Combined,Imperial (cold),Imperial Extra-urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates
PEUGEOT,406 Saloon,3.0 V6 210 bhp,M5,2946,Petrol,13.7,7.2,9.6,20.6,39.2,29.4,229,724,II,74,0.529,0.148,0,0,0
PEUGEOT,406 Saloon,3.0 V6 210 bhp,A4,2946,Petrol,14.3,7.5,10.0,19.8,37.7,28.2,238,754,II,73.5,0.919,0.236,0,0,0
PEUGEOT,406 Saloon,Hdi Turbo 90 bhp,M5,1997,Diesel,7.4,4.7,5.6,38.2,60.1,50.4,154,433,II,72.5,0.504,0.667,0,0,0.029
PEUGEOT,406 Saloon,Hdi Turbo 110 bhp,M5,1997,Diesel,7.3,4.5,5.5,38.7,62.8,51.4,150,425,II,72.9,0.844,0.536,0,0,0.064
PEUGEOT,406 Estate,1.8 112 bhp,M5,1761,Petrol,12.4,7.0,9.0,22.8,40.4,31.4,214,678,II,73,0.608,0.172,0,0,0
PEUGEOT,406 Estate,2.0 137 bhp,M5,1997,Petrol,11.5,6.6,8.4,24.6,42.8,33.6,207,633,II,73.3,0.394,0.328,0,0,0
PEUGEOT,406 Estate,2.0 137 bhp,A4,1997,Petrol,12.3,6.6,8.7,23.0,42.8,32.5,208,655,II,72.4,0.425,0.286,0,0,0
PEUGEOT,406 Estate,3.0 V6 210 bhp,M5,2946,Petrol,13.9,7.4,9.8,20.3,38.2,28.8,234,739,II,74,0.529,0.148,0,0,0
PEUGEOT,406 Estate,3.0 V6 210 bhp,A4,2946,Petrol,14.6,7.7,10.2,19.3,36.7,27.7,243,768,II,73.5,0.924,0.236,0,0,0
PEUGEOT,406 Estate,Hdi Turbo 90 bhp,M5,1997,Diesel,7.6,4.8,5.8,37.2,58.9,48.7,160,448,II,72.5,0.504,0.667,0,0,0.029
PEUGEOT,406 Estate,Hdi Turbo 110 bhp,M5,1997,Diesel,7.5,4.7,5.7,37.7,60.1,49.6,156,440,II,72.9,0.844,0.536,0,0,0.064
PEUGEOT,406 Coupé,2.0 137 bhp,M5,1997,Petrol,11.6,6.6,8.4,24.4,42.8,33.6,206,633,II,74,0.394,0.328,0,0,0
PEUGEOT,406 Coupé,2.0 137 bhp,A4,1997,Petrol,12.3,6.5,8.6,23.0,43.5,32.8,206,649,II,72.4,0.425,0.286,0,0,0
PEUGEOT,406 Coupé,3.0 V6 210 bhp,M5,2946,Petrol,14.1,7.6,10.0,20.0,37.2,28.2,238,754,II,71,0.529,0.148,0,0,0
PEUGEOT,406 Coupé,3.0 V6 210 bhp,A4,2946,Petrol,14.7,7.8,10.4,19.2,36.2,27.2,248,782,II,73.5,0.622,1.198,0,0,0
PEUGEOT,806,2.0 HDi Turbo 110 HP,M5,1997,Diesel,8.4,5.6,6.7,33.6,50.4,42.2,182,518,II,72.2,0.174,0.772,0,0,0.059
PEUGEOT,Partner,1.9 D 70 bhp Partner Combi,M5,1868,Diesel,8.6,5.4,6.6,32.8,52.3,42.8,178,510,II,73.4,0.179,0.551,0,0,0.029
PEUGEOT,Partner,2.0 Hdi Turbo Partner Combi,M5,1997,Diesel,7.0,4.7,5.5,40.3,60.1,51.4,147,425,II,73.8,0.572,0.617,0,0,0.032
PEUGEOT,Expert,2.0 Hdi Turbo 95 bhp Expert Combi,M5,1997,Diesel,8.4,5.8,6.8,33.6,48.7,41.5,182,525,II,74.6,0.318,0.692,0,0,0.05
PEUGEOT,Expert,2.0 Hdi Turbo 110 bhp Expert Combi,M5,1997,Diesel,7.9,5.4,6.4,35.8,52.3,44.1,171,494,II,74.7,0.246,0.723,0,0,0.048
PROTON,Compact,1300 Hatchback,M5,1299,Petrol,10.6,6.5,8.1,26.6,43.3,35.1,197,606,II,73,1.14,0.33,0,0,0
PROTON,Compact,1500 Hatchback,A3,1468,Petrol,11.1,7.7,8.9,25.5,36.9,31.6,219,673,II,70.9,1.34,0.32,0,0,0
PROTON,Compact,1500 Hatchback,M5,1468,Petrol,11.1,6.6,8.3,25.4,42.8,34.1,202,624,II,73.25,1.44,0.31,0,0,0
PROTON,Compact,1600 Hatchback,M5,1597,Petrol,11.1,6.9,8.4,25.5,41.2,33.5,206,635,II,72.3,0.91,0.25,0,0,0
PROTON,Compact,1600 Hatchback,A4,1597,Petrol,12.0,7.0,8.8,23.5,40.4,32.0,217,665,II,69.7,0.93,0.32,0,0,0
PROTON,Compact,1800 Hatchback DOHC,M5,1834,Petrol,11.9,6.8,8.7,23.8,41.8,32.7,211,651,II,73.35,0.84,0.25,0,0,0
PROTON,Compact,1800 Hatchback DOHC,A4,1834,Petrol,12.3,7.3,9.2,22.9,38.7,30.9,225,689,II,70.6,0.67,0.28,0,0,0
PROTON,Compact,1800 Hatchback SOHC,A4,1834,Petrol,12.4,7.3,9.2,22.8,39.0,30.9,225,689,II,69.6,1,0.31,0,0,0
PROTON,Compact,1800 Hatchback SOHC,M5,1834,Petrol,11.4,6.9,8.6,24.7,41.2,33.0,210,645,II,73.4,0.7,0.17,0,0,0
PROTON,Persona,1300 Hatchback,M5,1299,Petrol,10.2,6.2,7.7,27.7,45.3,36.6,189,581,II,72.8,0.95,0.27,0,0,0
PROTON,Persona,1300 Saloon,M5,1299,Petrol,10.2,6.2,7.7,27.7,45.3,36.6,189,581,II,72.8,0.95,0.27,0,0,0
PROTON,Persona,1500 Hatchback,M5,1468,Petrol,10.8,6.7,8.2,26.3,42.0,34.4,201,618,II,72.4,0.73,0.23,0,0,0
PROTON,Persona,1500 Hatchback,A3,1468,Petrol,10.7,7.2,8.5,26.4,39.5,33.4,207,637,II,69.1,1.12,0.26,0,0,0
PROTON,Persona,1500 Saloon,M5,1468,Petrol,10.8,6.7,8.2,26.3,42.0,34.4,201,618,II,72.4,0.73,0.23,0,0,0
PROTON,Persona,1500 Saloon,A3,1468,Petrol,10.7,7.2,8.5,26.4,39.5,33.4,207,637,II,69.1,1.12,0.26,0,0,0
PROTON,Persona,1600 Hatchback,A4,1597,Petrol,12.2,7.4,9.2,23.2,38.0,30.8,225,691,II,69.7,0.65,0.26,0,0,0
PROTON,Persona,1600 Hatchback,M5,1597,Petrol,10.8,6.4,8.1,26.1,43.9,35.0,198,608,II,72.65,0.85,0.22,0,0,0
PROTON,Persona,1600 Saloon,A4,1597,Petrol,12.2,7.4,9.2,23.2,38.0,30.8,225,691,II,69.7,0.65,0.26,0,0,0
PROTON,Persona,1600 Saloon,M5,1597,Petrol,10.8,6.4,8.1,26.1,43.9,35.0,198,608,II,72.7,0.85,0.22,0,0,0
PROTON,Persona,1800 Hatchback DOHC,A4,1834,Petrol,13.4,7.4,9.6,21.0,38.1,29.3,236,726,II,68.9,0.72,0.29,0,0,0
PROTON,Persona,1800 Hatchback DOHC,M5,1834,Petrol,11.5,6.8,8.5,24.6,41.5,33.2,208,641,II,73.05,1.04,0.25,0,0,0
PROTON,Persona,1800 Hatchback SOHC,A4,1834,Petrol,12.5,7.3,9.2,22.5,38.8,30.6,226,695,II,70.8,0.95,0.3,0,0,0
PROTON,Persona,1800 Hatchback SOHC,M5,1834,Petrol,11.8,7.0,8.8,23.9,40.4,32.1,217,663,II,72.6,0.6,0.19,0,0,0
PROTON,Persona,1800 Saloon DOHC,A4,1834,Petrol,13.4,7.4,9.6,21.0,38.1,29.3,236,726,II,68.9,0.72,0.29,0,0,0
PROTON,Persona,1800 Saloon DOHC,M5,1834,Petrol,11.5,6.8,8.5,24.6,41.5,33.2,208,641,II,73.05,1.04,0.25,0,0,0
PROTON,Persona,1800 Saloon SOHC,A4,1834,Petrol,12.5,7.3,9.2,22.5,38.8,30.6,226,695,II,70.8,0.95,0.3,0,0,0
PROTON,Persona,1800 Saloon SOHC,M5,1834,Petrol,11.8,7.0,8.8,23.9,40.4,32.1,217,663,II,72.6,0.6,0.19,0,0,0
PROTON,Persona,2000 Hatchback Turbo Diesel,M5,1998,Diesel,9.8,6.3,7.6,28.8,44.8,37.3,205,585,II,73.5,0.15,0.48,0,0,0.04
PROTON,Persona,2000 Saloon Turbo Diesel,M5,1998,Diesel,9.8,6.3,7.6,28.8,44.8,37.3,205,585,II,73.5,0.15,0.48,0,0,0.04
PROTON,Persona,1300 Coupé,M5,1299,Petrol,10.6,6.5,8.1,26.6,43.3,35.1,197,606,II,73,1.14,0.33,0,0,0
PROTON,Persona,1800 Coupé DOHC,M5,1834,Petrol,11.9,6.8,8.7,23.8,41.8,32.7,208,651,II,73.05,0.84,0.25,0,0,0
PROTON,Persona,1800 Coupé DOHC,A4,1834,Petrol,12.3,7.3,9.2,22.9,38.7,30.9,236,689,II,68.9,0.67,0.28,0,0,0
RENAULT,Clio,1.2   From VIN C/BB0A0F,M5,1149,Petrol,7.9,5.2,6.2,35.8,54.3,45.6,146,467,II,70.6,0.935,0.203,0,0,0
RENAULT,Clio,1.4   From VIN C/BB0S0F,M5,1390,Petrol,8.8,5.6,6.8,32.1,50.4,41.5,160,513,II,72.1,0.433,0.083,0,0,0
RENAULT,Clio,1.4 16V   From VIN C/BB0L0F,M5,1390,Petrol,8.8,5.2,6.5,32.1,54.3,43.5,155,489,II,73.4,0.526,0.263,0,0,0
RENAULT,Clio,1.4 16V From VIN BB0L0A,A4,1390,Petrol,9.6,5.8,7.2,29.4,48.7,39.2,170,543,II,73.5,0.511,0.246,0,0,0
RENAULT,Clio,1.6   From VIN C/BB0D0F,M5,1598,Petrol,9.6,5.8,7.2,29.4,48.7,39.2,170,543,II,72.2,1.331,0.194,0,0,0
RENAULT,Clio,1.6   From VIN C/BB0D0A,A4,1598,Petrol,10.8,6.1,7.8,26.2,46.3,36.2,184,588,II,72.5,0.835,0.175,0,0,0
RENAULT,Clio,1.6 16V   From VIN C/BB0T0F,M5,1598,Petrol,9.4,6.0,7.2,30.1,47.1,39.2,170,543,II,74,0.234,0.089,0,0,0
RENAULT,Clio,2.0 16V   From VIN CB0M0F,M5,1998,Petrol,10.5,6.4,7.9,26.9,44.1,35.8,189,594,II,74,0.944,0.364,0,0,0
RENAULT,Clio,1.9D   From VIN C/BB0E,M5,1870,Diesel,7.7,4.6,5.7,36.7,61.4,49.6,153,440,II,72.6,0.443,0.55,0,0,0.036
RENAULT,Clio,1.9dTi   From VIN BB0U0F,M5,1870,Diesel,6.7,4.3,5.2,42.2,65.7,54.3,139,402,II,73.9,0.85,0.474,0,0,0.034
RENAULT,Kangoo,1.4   From VIN KC0CAF,M5,1390,Petrol,9.5,6.3,7.5,29.7,44.8,37.7,177,564,II,74,0.66,0.166,0,0,0
RENAULT,Kangoo,1.4   From VIN KC0HAA,M4,1390,Petrol,9.9,6.7,7.9,28.5,42.2,35.8,188,594,II,73.7,0.677,0.136,0,0,0
RENAULT,Kangoo,1.9D   From VIN KC0EAF,M5,1870,Diesel,8.2,6.0,6.8,34.4,47.1,41.5,180,526,II,73.8,0.471,0.519,0,0,0.047
RENAULT,Kangoo,1.9dTi From VIN KC0UAF,M5,1870,Diesel,7.1,4.9,5.7,39.8,57.6,49.6,152,440,II,73.9,0.646,0.513,0,0,0.043
RENAULT,Mégane Hatchback,1.4  From VIN  BA0VM5,M5,1390,Petrol,9.0,5.2,6.6,31.4,54.3,42.8,180,497,II,73.2,0.487,0.139,0,0,0
RENAULT,Mégane Hatchback,1.4 16V   From VIN BA0W05,M5,1390,Petrol,9.2,5.2,6.6,30.7,54.3,42.8,156,497,II,71.4,0.228,0.103,0,0,0
RENAULT,Mégane Hatchback,1.6 16V   From VIN BA0405,M5,1598,Petrol,9.4,5.7,7.0,30.1,49.6,40.4,165,527,II,73.2,0.221,0.064,0,0,0
RENAULT,Mégane Hatchback,1.6 16V   From VIN BA0402,A4,1598,Petrol,9.7,5.6,7.1,29.1,50.4,39.8,174,535,II,69.5,0.211,0.136,0,0,0
RENAULT,Mégane Hatchback,1.9dTi   From VIN BA0NM5,M5,1870,Diesel,6.8,4.4,5.2,41.5,64.2,54.3,139,402,II,73.9,0.823,0.613,0,0,0.066
RENAULT,Mégane Hatchback,1.9dTi   From VIN BA0N02,A4,1870,Diesel,8.7,4.8,6.2,32.5,58.9,45.6,164,479,II,72.6,0.719,0.604,0,0,0.055
RENAULT,Mégane Coupé,1.4 16V   From VIN DA0W05,M5,1390,Petrol,9.1,5.1,6.5,31.0,55.4,43.5,153,489,II,71.4,0.288,0.103,0,0,0
RENAULT,Mégane Coupé,1.6 16V   From VIN DA0405,M5,1598,Petrol,9.3,5.6,6.9,30.4,50.4,40.9,162,520,II,73.2,0.221,0.064,0,0,0
RENAULT,Mégane Coupé,1.6 16V   From VIN DA0402,A4,1598,Petrol,9.6,5.5,7.0,29.4,51.4,40.4,169,527,II,69.5,0.211,0.136,0,0,0
RENAULT,Mégane Coupé,2.0 ide 16V   From VIN DA0305,M5,1998,Petrol,10.2,6.1,7.6,27.7,46.3,37.2,181,572,II,74,0.052,0.092,0,0,0
RENAULT,Mégane Classic,1.4 16V  From VIN LA0W05,M5,1390,Petrol,9.0,5.2,7.6,31.4,54.3,37.2,156,572,II,73.2,0.487,0.139,0,0,0
RENAULT,Mégane Classic,1.6 16V   From VIN LA0405,M5,1598,Petrol,9.4,5.7,7.0,30.1,49.6,40.4,165,527,II,73.2,0.487,0.118,0,0,0
RENAULT,Mégane Classic,1.6 16V   From VIN LA0402,A4,1598,Petrol,9.7,5.6,7.1,29.1,50.4,39.8,174,535,II,69.5,0.211,0.136,0,0,0
RENAULT,Mégane Classic,1.9dTi  From VIN LA0NM5,M5,1870,Diesel,6.8,4.4,5.2,41.5,64.2,54.3,139,402,II,73.9,0.823,0.613,0,0,0.066
RENAULT,Mégane Classic,1.9dTi   From VIN LA0N02,A4,1870,Diesel,8.7,4.8,6.2,32.5,58.9,45.6,164,479,II,72.6,0.719,0.604,0,0,0.055
RENAULT,Mégane Cabriolet,1.6 16V  From VIN EA0405,M5,1598,Petrol,9.4,5.7,7.0,30.1,49.6,40.4,165,527,II,73.2,0.221,0.064,0,0,0
RENAULT,Mégane Cabriolet,1.6 16V   From VIN EA0402,A4,1598,Petrol,9.7,5.6,7.1,29.1,50.4,39.8,174,535,II,69.5,0.211,0.136,0,0,0
RENAULT,Mégane Cabriolet,2.0 ide 16V   From VIN EA0305,M5,1998,Petrol,10.2,6.1,7.6,27.7,46.3,37.2,181,572,II,74,0.052,0.092,0,0,0
RENAULT,New Scenic,1.4 16V  From VIN JA0WN5,M5,1390,Petrol,9.7,5.7,7.1,29.1,49.6,39.8,168,535,II,71.4,0.298,0.107,0,0,0
RENAULT,New Scenic,1.6 16V   From VIN JA04N5,M5,1598,Petrol,9.6,6.0,7.3,29.4,47.1,38.7,173,550,II,73.2,0.224,0.124,0,0,0
RENAULT,New Scenic,1.6 16V   From VIN JA04N2,A4,1598,Petrol,10.0,6.1,7.5,28.2,46.3,37.7,181,564,II,69.6,0.409,0.188,0,0,0
RENAULT,New Scenic,2.0 16V   From VIN JA1B05,M5,1998,Petrol,10.8,6.4,8.0,26.2,44.1,35.3,190,603,II,74,0.198,0.074,0,0,0
RENAULT,New Scenic,2.0 16V   From VIN JA1B02,A4,1998,Petrol,11.9,6.6,8.5,23.7,42.8,33.2,202,641,II,73.4,0.295,0.084,0,0,0
RENAULT,New Scenic,1.9dTi   From VIN JA0NN5,M5,1870,Diesel,7.7,4.9,5.9,36.7,57.6,47.9,157,456,II,74.9,0.487,0.51,0,0,0.052
RENAULT,New Scenic,1.9dTi   From VIN JA0N02,A4,1870,Diesel,8.8,5.1,6.4,32.1,55.4,44.1,170,495,II,73.4,0.59,0.678,0,0,0.065
RENAULT,New Scenic RX4,1.9dCi RX4 From VIN JABF0E,M5,1870,Diesel,8.9,6.6,7.4,31.7,42.8,38.2,197,571,II,73.1,0.179,0.627,0,0,0.077
RENAULT,Laguna,1.6 16V   From VIN B56805,M5,1598,Petrol,10.1,6.0,7.5,28.0,47.1,37.7,177,564,II,70.5,0.066,0.088,0,0,0
RENAULT,Laguna,1.8 16V  From VIN B56405,M5,1783,Petrol,10.6,6.3,7.9,26.6,44.8,35.8,186,594,II,73.2,0.647,0.094,0,0,0
RENAULT,Laguna,2.0 16V   From VIN B56P65,M5,1998,Petrol,10.5,6.1,7.7,26.9,46.3,36.7,182,580,II,74,0.212,0.133,0,0,0
RENAULT,Laguna,2.0 8V  From VIN B56L0G,A4,1998,Petrol,13.1,6.7,9.0,21.6,42.2,31.4,214,678,II,73.8,0.689,0.25,0,0,0
RENAULT,Laguna,1.9dTi   From VIN B56J05,M5,1870,Diesel,7.1,4.5,5.4,39.8,62.8,52.3,144,417,II,73,0.681,0.607,0,0,0.074
RENAULT,Laguna,1.9dTi   From VIN B56J02,A4,1871,Diesel,8.7,4.9,6.3,32.5,57.6,44.8,168,487,II,71.3,0.248,0.616,0,0,0.07
RENAULT,Laguna,2.2dT   From VIN B569LE,M5,2188,Diesel,9.7,5.6,7.1,29.1,50.4,39.8,189,548,II,73.9,0.269,0.602,0,0,0.032
RENAULT,Laguna,3.0 V6 24V   From VIN B56VL5,M5,2946,Petrol,16.1,8.1,11.0,17.5,34.9,25.7,259,828,II,74,0.792,0.335,0,0,0
RENAULT,Laguna,3.0 V6 24V   From VIN B56VL2,A4,2946,Petrol,17.1,8.3,11.5,16.5,34.0,24.6,271,865,II,73.2,0.692,0.311,0,0,0
RENAULT,Laguna Estate,1.6 16V   From VIN K56805,M5,1598,Petrol,10.3,6.2,7.7,27.4,45.6,36.7,183,580,II,70.5,0.066,0.088,0,0,0
RENAULT,Laguna Estate,1.8 16V   From VIN K56405,M5,1783,Petrol,10.8,6.5,8.1,26.2,43.5,34.9,191,610,II,73.2,0.647,0.094,0,0,0
RENAULT,Laguna Estate,2.0 16V   From VIN K56P65,M5,1998,Petrol,10.7,6.3,7.9,26.4,44.8,35.8,187,594,II,74,0.212,0.133,0,0,0
RENAULT,Laguna Estate,2.0 8V    From VIN K56L0G,A4,1998,Petrol,12.3,7.0,8.9,23.0,40.4,31.7,210,671,II,73.8,0.689,0.25,0,0,0
RENAULT,Laguna Estate,1.9dTi   From VIN K56J05,M5,1870,Diesel,7.3,4.7,5.6,38.7,60.1,50.4,149,433,II,73,0.681,0.607,0,0,0.074
RENAULT,Laguna Estate,1.9dTi  From VIN K56J02,A4,1871,Diesel,8.9,5.1,6.5,31.7,55.4,43.5,173,502,II,71.3,0.248,0.616,0,0,0.07
RENAULT,Laguna Estate,2.2dT  From VIN K569JE,M5,2188,Diesel,9.7,5.7,7.2,29.1,49.6,39.2,192,557,II,73.9,0.269,0.602,0,0,0.032
RENAULT,Safrane,2.0 16V   From VIN B54L05,M5,1948,Petrol,12.7,7.1,9.1,22.2,39.8,31.0,214,686,II,72.6,0.311,0.286,0,0,0
RENAULT,Safrane,2.0 16V   From VIN B54L02,A4,1948,Petrol,13.8,7.5,9.8,20.5,37.7,28.8,231,739,II,72.4,0.128,0.264,0,0,0
RENAULT,Safrane,2.5 20V   From VIN B54F02,A4,2435,Petrol,15.3,8.2,10.7,18.5,34.4,26.4,252,806,II,72.9,0.702,0.29,0,0,0
RENAULT,Espace (J66),2.0 16V   From VIN JE0N05,M5,1998,Petrol,11.6,7.3,8.9,24.4,38.7,31.7,211,671,II,72,0.485,0.089,0,0,0
RENAULT,Espace (J66),3.0 V6 24V   From VIN JE0G02,A4,2946,Petrol,16.3,8.9,11.6,17.3,31.7,24.4,273,872,II,73.6,1.214,0.443,0,0,0
RENAULT,Espace (J66),1.9dTi   From VIN JE0M05,M5,1870,Diesel,8.2,5.7,6.6,34.4,49.6,42.8,175,510,II,74,0.677,0.597,0,0,0.054
RENAULT,Espace (J66),2.2dT   From VIN JE0E05,M5,2188,Diesel,10.6,6.5,8.0,26.6,43.5,35.3,216,618,II,72.5,0.133,0.744,0,0,0.045
RENAULT,Espace (J66),2.2dT   From VIN JE0H05,M5,2188,Diesel,10.3,6.6,7.9,27.4,42.8,35.8,212,610,II,72.5,0.257,0.652,0,0,0.052
RENAULT,Grand Espace (J66),2.0 16V   From VIN JE0NL5,M5,1998,Petrol,11.6,7.3,8.9,24.4,38.7,31.7,211,671,II,72,0.485,0.089,0,0,0
RENAULT,Grand Espace (J66),3.0 V6 24V   From VIN JE0GL2,A4,2946,Petrol,16.3,8.9,11.6,17.3,31.7,24.4,273,872,II,73.6,1.214,0.443,0,0,0
RENAULT,Grand Espace (J66),2.2dT   From VIN JE0E05,M5,2188,Diesel,10.6,6.5,8.0,26.6,43.5,35.3,216,618,II,72.5,0.133,0.744,0,0,0.045
RENAULT,Grand Espace (J66),2.2dT   From VIN JE0H05,M5,2188,Diesel,10.3,6.6,7.9,27.4,42.8,35.8,212,610,II,72.5,0.257,0.652,0,0,0.052
ROLLS-ROYCE AND BENTLEY MOTOR CARS,Rolls-Royce,Silver Seraph,A5,5379,Petrol,25.4,12.8,17.4,11.1,22.1,16.2,405,1313,II,73,0.634,0.303,0,0,0
ROLLS-ROYCE AND BENTLEY MOTOR CARS,Rolls-Royce,Park Ward,A5,5379,Petrol,25.4,12.8,17.4,11.1,22.1,16.2,405,1313,II,73,0.634,0.303,0,0,0
ROLLS-ROYCE AND BENTLEY MOTOR CARS,Rolls-Royce,Corniche,A4,6761,Petrol,25.8,13.1,17.8,10.9,21.6,15.9,422,1338,II,74,0,0,0,0,0
ROLLS-ROYCE AND BENTLEY MOTOR CARS,Bentley,Arnage,A5,4398,Petrol,23.4,13.1,16.9,12.1,21.6,16.7,390,1274,II,72,0.784,0.424,0,0,0
ROLLS-ROYCE AND BENTLEY MOTOR CARS,Bentley,Arnage,A4,6761,Petrol,27.7,14.3,19.2,10.2,19.8,14.7,456,1447,II,73.2,,0,0.163,0.063,0
ROLLS-ROYCE AND BENTLEY MOTOR CARS,Bentley,Continental R,A4,6761,Petrol,25.7,13.0,17.7,11.0,21.7,16.0,418,1330,II,74,0,0,0,0,0
ROLLS-ROYCE AND BENTLEY MOTOR CARS,Bentley,Continental T,A4,6761,Petrol,28.1,13.2,18.7,10.1,21.4,15.1,443,1409,II,73.5,0,0,0,0,0
ROLLS-ROYCE AND BENTLEY MOTOR CARS,Bentley,Continental SC,A4,6761,Petrol,25.8,13.1,17.8,10.9,21.6,15.9,422,1338,II,73.5,0,0,0,0,0
ROLLS-ROYCE AND BENTLEY MOTOR CARS,Bentley,Azure,A4,6761,Petrol,25.8,13.1,17.8,10.9,21.6,15.9,422,1338,II,74,0,0,0,0,0
ROVER GROUP LIMITED,Mini Classic,Mini/Mini Cooper,M4,1275,Petrol,8.5,5.5,6.6,33.4,51.8,43.0,164,495,II,73.3,0.995,0.225,0,0,0
ROVER GROUP LIMITED,MG F,1.8i VVC,M5,1796,Petrol,11.2,5.8,7.8,25.2,48.8,36.3,190,586,II,73.6,0.829,0.241,0,0,0
ROVER GROUP LIMITED,MG F,1.8i,M5,1796,Petrol,10.2,5.7,7.4,27.8,49.3,38.3,178,555,II,73.8,0.7,0.23,0,0,0
ROVER GROUP LIMITED,MG F,1.8i,CVT,1796,Petrol,11.6,6.4,8.3,24.4,43.9,34.0,198,626,II,73,0.79,0.268,0,0,0
ROVER GROUP LIMITED,Rover 25,1.4 84 PS,M5,1396,Petrol,8.8,5.3,6.6,32.1,53.1,42.8,162,497,II,70,0.556,0.179,0,0,0
ROVER GROUP LIMITED,Rover 25,1.4 103 PS,M5,1396,Petrol,8.8,5.3,6.6,32.1,53.1,42.8,162,497,II,73,0.556,0.179,0,0,0
ROVER GROUP LIMITED,Rover 25,1.6,M5,1588,Petrol,8.9,5.3,6.7,31.6,53.1,42.5,164,501,II,71,0.252,0.146,0,0,0
ROVER GROUP LIMITED,Rover 25,1.8,CVT,1796,Petrol,11.6,6.3,8.2,24.4,44.7,34.3,196,620,II,72,0.272,0.196,0,0,0
ROVER GROUP LIMITED,Rover 25,GTi,M5,1796,Petrol,10.4,5.8,7.5,27.2,48.9,37.8,178,563,II,73,0.761,0.215,0,0,0
ROVER GROUP LIMITED,Rover 45,1.4,M5,1396,Petrol,9.4,5.7,7.1,30.1,49.6,40.0,166,532,II,73,0.319,0.24,0,0,0
ROVER GROUP LIMITED,Rover 45,1.6,M5,1588,Petrol,9.2,5.6,6.9,30.6,50.6,40.8,170,521,II,73,0.329,0.094,0,0,0
ROVER GROUP LIMITED,Rover 45,1.8,M5,1796,Petrol,9.5,5.7,7.1,29.8,49.4,39.7,172,536,II,74,0.491,0.164,0,0,0
ROVER GROUP LIMITED,Rover 45,2.0 V6,A5,1997,Petrol,14.0,6.7,9.4,20.1,41.9,30.0,224,709,II,72,0.375,0.187,0,0,0
ROVER GROUP LIMITED,Rover 75,1.8,M5,1796,Petrol,10.8,6.1,7.8,26.1,46.5,36.1,193,589,II,74,0.337,0.074,0,0,0
ROVER GROUP LIMITED,Rover 75,1.8,A5,1796,Petrol,14.0,7.8,10.1,20.2,36.3,28.1,247,757,II,70,0.537,0.116,0,0,0
ROVER GROUP LIMITED,Rover 75,2.0 V6,M5,1997,Petrol,13.5,7.0,9.4,20.9,40.3,30.1,232,707,II,73,0.188,0.079,0,0,0
ROVER GROUP LIMITED,Rover 75,2.0 V6,A5,1997,Petrol,16.0,8.3,11.1,17.6,34.1,25.4,274,838,II,69,0.179,0.089,0,0,0
ROVER GROUP LIMITED,Rover 75,2.5 V6,M5,2497,Petrol,14.0,7.2,9.7,20.2,39.4,29.2,240,729,II,73,0.102,0.061,0,0,0
ROVER GROUP LIMITED,Rover 75,2.5 V6,A5,2497,Petrol,16.9,8.6,11.6,16.8,32.8,24.3,286,876,II,70,0.147,0.112,0,0,0
ROVER GROUP LIMITED,Rover 75,2.0 CDT,M5,1951,Diesel,7.6,4.5,5.6,36.9,63.1,50.0,154,436,II,74,0.151,0.447,0,0,0.038
ROVER GROUP LIMITED,200 Series,211 i,M5,1119,Petrol,8.4,5.7,6.7,33.8,49.2,42.1,165,505,II,71,0.713,0.281,0,0,0
ROVER GROUP LIMITED,200 Series,214 i,M5,1396,Petrol,9.3,5.3,6.8,30.4,52.8,41.5,170,513,II,73.15,0.77,0.226,0,0,0
ROVER GROUP LIMITED,200 Series,214 Si,M5,1396,Petrol,9.9,5.4,7.1,28.6,52.0,39.9,173,533,II,72.3,0.689,0.241,0,0,0
ROVER GROUP LIMITED,200 Series,216 Si/SLi,M5,1588,Petrol,10.0,5.6,7.2,28.2,50.5,39.2,176,543,II,73.05,0.733,0.264,0,0,0
ROVER GROUP LIMITED,200 Series,216 Si/SLi,CVT,1588,Petrol,11.3,5.8,7.8,25.0,48.6,36.2,195,588,II,68.1,1.28,0.324,0,0,0
ROVER GROUP LIMITED,200 Series,218 iS,M5,1796,Petrol,10.0,5.8,7.4,28.3,48.4,38.3,179,555,II,72.5,1.151,0.262,0,0,0
ROVER GROUP LIMITED,200 Series,200 Vi,M5,1796,Petrol,10.6,5.7,7.5,26.7,49.3,37.5,190,567,II,73,1.321,0.422,0,0,0
ROVER GROUP LIMITED,200 Series,200 BRM,M5,1796,Petrol,10.4,6.3,7.8,27.2,44.5,36.0,190,591,II,73,1.218,0.373,0,0,0
ROVER GROUP LIMITED,200 Series,220 D/SD,M5,1994,Diesel,7.8,4.5,5.7,36.3,62.6,49.5,168,441,II,72.55,0.488,0.713,0,0,0.064
ROVER GROUP LIMITED,200 Series,220 SDi,M5,1994,Diesel,7.6,4.5,5.6,37.0,63.0,50.1,166,436,II,73.5,0.689,0.746,0,0,0.059
ROVER GROUP LIMITED,400 Series,414 8V,M5,1396,Petrol,9.9,5.2,6.9,28.5,54.5,40.8,175,521,II,73,0.734,0.301,0,0,0
